LATITUDE,LONGITUD,COUNTY
37.78706389,-122.38770833,75
37.71281111,-122.47145556,75
38.14278611,-122.56429167,41
37.69788056,-121.80506944,1
37.48685556,-122.22113333,81
37.553225,-122.29362778,81
37.25546944,-121.95238056,85
37.33644167,-121.85668333,85
37.55707778,-122.51348056,81
37.81763333,-122.25204167,1
37.54636389,-122.30776389,81
37.35875556,-121.81532222,85
37.77965,-122.49436389,75
37.6214,-121.94371111,1
37.30405,-121.9224,85
37.7223,-122.48515,75
37.7825,-122.275375,1
37.54250278,-122.28586944,81
37.25838333,-121.86270833,85
37.21971944,-121.76190556,85
37.76545833,-122.41310556,75
37.77729444,-122.41969444,75
37.68127778,-122.12475833,1
37.36207222,-122.26110556,81
37.40351667,-121.87728333,85
37.27531389,-121.87935278,85
37.40631944,-121.90998889,85
37.35723889,-121.86921944,85
37.76609722,-122.41758611,75
37.90038611,-122.56633889,41
37.62175278,-122.14054444,1
37.78545556,-122.42299722,75
37.22902778,-121.90457778,85
37.73349722,-122.41146667,75
37.78928889,-122.20083889,1
37.4583,-122.1927,81
37.338375,-121.84171389,85
37.7547,-122.15055833,1
38.01918611,-122.53945278,41
37.70208056,-121.91098889,1
37.47771944,-122.21283889,81
37.77191944,-122.224425,1
37.54775556,-121.98645833,1
37.03134722,-121.54326111,85
37.74448611,-121.58888611,1
37.29988611,-122.40466944,81
37.17744722,-121.99535,85
37.32462222,-121.83798333,85
37.380325,-122.1514,85
37.33486944,-122.26914167,81
37.89303056,-122.30761667,1
37.59751667,-121.94504444,1
37.77006389,-122.40699722,75
37.33143333,-121.84351944,85
37.50451111,-122.24538056,81
37.42066944,-121.90431111,85
37.56648333,-122.02340833,1
37.311475,-121.84236389,85
37.40834444,-121.96153889,85
37.50209444,-122.27486111,81
37.65836389,-122.40599167,81
37.70181944,-121.92155,1
37.31606667,-121.95975,85
37.41919167,-122.22006944,81
37.67021389,-121.85809722,1
37.73241389,-122.21110833,1
37.80017222,-122.26935833,1
37.78784722,-122.24299167,1
37.29051944,-121.99049167,85
37.24915278,-121.959775,85
38.01233611,-122.51382778,41
37.73392778,-122.40693333,75
37.7469,-122.2019,1
37.555575,-121.97501944,1
37.48810278,-122.44964444,81
37.70331111,-122.14213889,1
37.26000278,-121.80948611,85
37.68476111,-121.91644167,1
37.38363056,-122.15187778,85
37.84869722,-122.235375,1
37.31741389,-121.87504722,85
37.18139444,-122.37703333,81
37.70879722,-122.41603056,75
37.45301111,-122.12865,81
37.20366111,-122.03196389,85
37.79090833,-122.39932222,75
37.67998056,-122.12266389,1
37.5994,-121.8728,1
37.66321667,-122.40015833,81
37.27738889,-121.95538889,85
37.65504444,-122.09608333,1
37.08381111,-121.60978889,85
37.87371944,-122.50836944,41
37.57394722,-122.03900833,1
37.41740278,-121.97396111,85
37.2138,-121.98775833,85
37.55438889,-122.02913889,1
37.71816111,-122.17558889,1
37.80435556,-122.42344167,75
37.61419167,-122.08633611,1
37.98326667,-122.52291389,41
37.58316111,-122.00656667,1
37.72354167,-122.15387222,1
37.94282222,-122.5016,41
37.66606111,-122.48104167,81
37.77958056,-122.12448889,1
37.22656389,-121.74268889,85
37.23915833,-121.76371667,85
37.38566944,-122.05062222,85
37.56017778,-122.01082222,1
37.78756667,-122.40660833,75
37.58269167,-121.96447778,1
37.79731111,-122.27233333,1
38.04378056,-122.61343056,41
37.77772778,-122.40188611,75
37.79025556,-122.41556667,75
37.7168,-122.3991,75
37.77261944,-122.19854167,1
37.5448,-121.98079444,1
37.64408889,-121.80084444,1
37.85055556,-122.22323611,1
37.31002222,-121.84463333,85
37.31770556,-121.93601111,85
37.80624167,-122.40873056,75
37.52059722,-121.94661667,1
37.81081944,-122.29174444,1
37.35215,-122.01365,85
37.77623611,-122.41475278,75
37.3496,-121.9088,85
37.830825,-122.47979444,41
37.45150278,-122.12570278,85
37.59349167,-122.39769722,81
37.47831111,-122.21395,81
37.36462222,-122.02856944,85
37.31038056,-121.82357222,85
37.64966389,-122.09744167,1
37.72145,-121.67581944,1
38.16785,-122.58155,41
37.19590278,-121.73454444,85
37.57026667,-121.89199167,1
37.82856944,-122.29465,1
37.44430833,-122.25662222,81
37.64570556,-122.40302778,81
37.222325,-122.40625556,81
37.58656944,-122.33318611,81
37.34638611,-121.86910833,85
37.78487778,-122.42796944,75
37.59242778,-121.95624444,1
37.35206111,-122.06044722,85
37.34571111,-121.9959,85
37.76699444,-122.01228056,1
37.78008333,-122.39432778,75
37.35214167,-121.83746667,85
37.42662222,-121.917125,85
38.01635,-122.54096111,41
37.70981667,-121.72162222,1
37.13563056,-121.63626111,85
37.42425278,-122.22861667,81
37.35,-121.8383,85
37.85188611,-122.26030556,1
37.60581944,-121.835125,1
37.84176111,-122.29713056,1
37.777975,-122.22658056,1
37.44192778,-122.11567222,85
36.94354167,-121.55286389,85
37.65782778,-121.87575833,1
37.49851667,-122.23872222,81
37.24455278,-121.96311111,85
37.33210556,-121.89921389,85
37.62143611,-121.88003889,1
37.71006389,-122.39148889,75
37.74661389,-122.20180278,1
37.552275,-121.94820278,1
37.54514722,-121.93175278,1
37.45765556,-121.91153889,85
37.53578056,-121.93231944,1
37.25540833,-121.79305833,85
37.54118611,-122.36704722,81
37.06295833,-121.61131389,85
37.71523889,-122.49290833,75
36.9992,-121.52504444,85
37.50955,-121.94981111,1
37.78790278,-122.24131667,1
37.89557778,-122.30814722,1
37.78727222,-122.416625,75
37.26157778,-122.10270833,85
37.74401389,-122.405725,75
37.80644722,-122.36911667,75
37.78743611,-122.43015278,75
37.52598056,-122.2827,81
37.33077778,-121.93614722,85
37.40125278,-122.11361667,85
37.39718889,-121.91381111,85
37.35288889,-122.0606,85
37.70243611,-121.74826944,1
37.75497778,-122.48191944,75
37.05553889,-121.24545,85
37.70122222,-121.82921111,1
37.76846389,-122.40591944,75
37.616075,-122.07319167,1
37.81040833,-122.24889167,1
37.03412222,-121.53311944,85
37.88008333,-122.28311111,1
37.51887778,-121.98189722,1
37.66580833,-122.11741111,1
37.72050278,-122.17803889,1
37.634875,-122.42030278,81
37.40333056,-122.02491111,85
37.39057778,-121.86463889,85
37.70017778,-122.46365556,81
37.23988056,-121.7829,85
37.22743611,-121.86945,85
37.16644444,-121.85696667,85
37.31760278,-122.18990556,81
37.50990833,-122.29382222,81
37.71310278,-122.45231667,75
37.64157222,-122.46661667,81
37.37829444,-121.96548333,85
37.69999722,-122.10860556,1
37.01350278,-121.64689167,85
37.74979722,-122.18128333,1
37.34459722,-121.89693611,85
37.41736944,-121.91346111,85
37.09479444,-121.611775,85
37.27418889,-121.95266944,85
37.71005278,-122.45731389,75
37.37972778,-122.26480556,81
37.79541944,-122.26681389,1
37.70595278,-122.15980278,1
37.69109444,-122.15835556,1
37.30824167,-121.97295556,85
37.35213889,-121.86363889,85
37.67526944,-121.81243611,1
37.29903333,-121.77199722,85
37.32573611,-121.82925833,85
37.33481389,-121.88811944,85
37.30356111,-121.843425,85
37.29060278,-121.83033056,85
36.983025,-121.585775,85
37.34533056,-121.83499722,85
37.66858889,-122.109075,1
37.25895278,-121.84024167,85
37.77029444,-122.43723611,75
37.80726389,-122.23897778,1
37.61290833,-122.04521389,1
37.63657222,-122.48978611,81
37.78788333,-122.18116667,1
37.72365,-121.6463,1
37.74918611,-122.41815556,75
37.76960278,-122.407575,75
37.50943333,-122.34444167,81
37.40214722,-122.07075833,85
37.75798889,-122.21178056,1
37.5577,-122.51423611,81
37.77069444,-122.38958611,75
37.73367778,-122.43136111,75
37.16203889,-121.98783333,85
37.40347778,-121.97766389,85
37.82299167,-122.27719444,1
37.35209444,-122.05052778,85
37.32480833,-121.97510278,85
37.75363889,-122.16561667,1
37.78623611,-122.19690833,1
37.25484167,-121.85893333,85
37.64915,-122.47188333,81
37.36086389,-121.90466111,85
37.64487222,-122.10514722,1
37.80223889,-122.28439167,1
37.23049722,-121.98325556,85
37.55274722,-122.29358889,81
37.4755,-122.13968333,81
37.61424722,-122.08659167,1
37.352175,-122.00061111,85
37.66074444,-121.80553889,1
38.04507222,-122.75028333,41
37.65471944,-122.40491111,81
37.54854167,-122.0604,1
37.51388333,-121.97538056,1
37.40486389,-122.05519167,85
37.74059444,-122.40773056,75
37.44504722,-121.92131111,85
37.451575,-121.92259167,85
37.97141944,-122.52223056,41
37.76720278,-122.13841944,1
37.85490833,-122.30003611,1
37.28449444,-121.80965833,85
37.369725,-122.14970833,85
36.96572222,-121.53213889,85
37.62942222,-122.45180278,81
37.027225,-121.58706667,85
37.76235,-122.21565556,1
37.05479722,-121.58281944,85
36.94281667,-121.55298333,85
37.39312778,-122.24330556,81
37.24588889,-122.01363611,85
37.85568056,-122.49422222,41
37.73605,-121.60598056,1
37.43163889,-122.24511111,81
37.36827222,-121.89233889,85
37.60603611,-122.04854444,1
37.39073056,-122.09585,85
37.32993889,-121.96432778,85
37.24111389,-121.79743056,85
37.63082222,-122.39966111,81
37.42123889,-122.09295833,85
37.32094167,-121.83357778,85
37.72553333,-122.40654444,75
37.30400556,-121.85363611,85
37.77332778,-122.21686944,1
37.44341389,-122.13866944,85
37.55256389,-122.05336944,1
37.43238333,-121.89964167,85
37.73860278,-122.179075,1
37.48049722,-122.21535556,81
37.00536389,-121.58650278,85
37.39218333,-122.16294167,85
37.50610278,-121.98418611,1
37.41163889,-122.07651111,85
37.82773333,-122.2945,1
37.74456111,-121.58785833,1
37.35228056,-122.00491389,85
37.8164,-122.27013056,1
37.63144167,-122.08722778,1
37.71956667,-122.39936111,75
37.78059722,-122.42374167,75
37.80860278,-122.24223056,1
37.44771944,-122.14268333,85
37.41035556,-122.08913611,85
37.6134,-122.02815,1
37.50256111,-122.47466111,81
37.3059,-121.81922222,85
37.35904167,-122.02756944,85
37.70709722,-122.45758056,81
37.73377778,-122.49393889,75
37.33067222,-122.04144722,85
37.72849167,-122.13891667,1
37.33674444,-121.85764722,85
37.72984722,-122.03382222,1
37.43009444,-121.88624444,85
37.425875,-121.91478889,85
37.36536944,-121.87148889,85
37.18224722,-121.76171667,85
37.01494722,-121.57514722,85
37.77506944,-122.41564722,75
37.64304167,-122.42546111,81
37.42577222,-122.192325,81
37.72826389,-122.44598333,75
37.75405833,-122.15096944,1
37.64370278,-122.45207222,81
37.03241389,-121.57150833,85
37.40342222,-121.89112222,85
37.65931389,-122.10340556,1
37.69726944,-122.14771667,1
37.34719167,-121.88585278,85
37.78171667,-122.17425833,1
37.65178889,-122.09027778,1
37.31551667,-121.83680833,85
37.70311667,-121.88794167,1
37.74402778,-122.398175,75
37.62255,-122.39600556,81
37.54450278,-122.02899167,1
37.25920278,-121.78496389,85
37.29924722,-121.93172778,85
37.38725556,-121.88609167,85
37.62001667,-122.09010556,1
37.29264444,-121.85061944,85
37.70687778,-122.47075833,81
37.62713333,-122.07078333,1
37.23754722,-121.72695556,85
37.67572222,-122.47184722,81
37.38560278,-122.061575,85
37.31769722,-121.93542778,85
37.48964444,-121.92066389,1
37.17603889,-121.67714167,85
37.31638333,-121.95149167,85
37.31067778,-121.91565833,85
37.35206667,-122.02990556,85
37.74863611,-122.47606111,75
37.40607778,-122.05875,85
37.32235278,-121.90089167,85
37.77586667,-122.19120556,1
37.59943333,-122.38293611,81
37.33771667,-121.94357222,85
37.35093056,-121.89014167,85
37.57060833,-122.31271389,81
37.31119167,-121.97725,85
37.24345,-121.92268333,85
37.78193889,-122.46539167,75
37.397775,-121.84603611,85
37.79816389,-122.27504167,1
37.238125,-121.83059167,85
37.41448611,-121.87451667,85
37.29968889,-121.98299167,85
37.28221667,-121.83442778,85
37.35983889,-121.99588333,85
37.76269167,-122.21244722,1
37.84511111,-122.27095278,1
37.35083889,-121.82715278,85
37.41686111,-122.17376944,85
37.75868889,-122.40570278,75
37.994575,-122.53233889,41
37.97065556,-122.52314444,41
37.80024444,-122.27952222,1
37.35999444,-121.89543611,85
37.03359444,-121.53750556,85
37.31446944,-121.93495,85
37.26793611,-121.90468333,85
37.43131667,-122.42665833,81
37.22208889,-121.76317222,85
37.60848611,-122.39976111,81
37.68362222,-122.12793889,1
37.78491389,-122.241,1
37.37705,-121.82045,85
37.7243,-122.45817778,75
37.85906111,-122.30166944,1
37.42014444,-122.13664444,85
37.79900278,-122.27297222,1
37.3423,-121.911,85
37.49279167,-121.94847222,1
37.3096,-121.83115,85
37.30134444,-121.85904167,85
37.6387,-122.49243333,81
37.68379167,-122.48597778,81
37.82557222,-122.26541944,1
37.32790278,-121.87150556,85
37.38571111,-122.05123333,85
37.56454722,-122.30726389,81
37.20765278,-121.72999444,85
37.80946111,-122.30270833,1
37.32455556,-121.82448333,85
37.28440833,-121.82027778,85
37.24705833,-121.80756667,85
37.80154444,-122.26846389,1
37.57175,-122.30979167,81
37.32619722,-121.90443333,85
37.86663056,-122.30361667,1
37.31583889,-121.99170833,85
37.89094722,-122.28699722,1
37.74151667,-122.17658611,1
37.423225,-122.11176111,85
37.33975833,-122.03241667,85
37.58019722,-121.99366111,1
37.27469722,-121.85003333,85
37.83725833,-122.26839444,1
37.84787222,-122.28528056,1
37.89026111,-122.27218611,1
37.3488,-122.05979167,85
37.68948056,-122.46601667,81
37.42589444,-121.97463333,85
37.71200556,-121.72431667,1
37.66705,-121.78035833,1
37.52393056,-122.00839444,1
37.70149444,-122.41177222,81
37.30222778,-121.82380556,85
37.61736389,-122.06993611,1
37.69792778,-121.77166111,1
37.78820278,-122.20998333,1
37.41796389,-122.13245278,85
37.27227778,-121.92084167,85
37.33211111,-121.83312778,85
37.34078056,-121.81991111,85
37.724875,-122.1827,1
37.30891389,-121.866575,85
37.25746667,-121.89404722,85
37.38132778,-122.1212,85
37.62851944,-122.45105833,81
37.28833611,-121.82833333,85
37.77430833,-122.21891944,1
37.77177778,-122.20700556,1
37.74026944,-122.192475,1
37.77361944,-122.440925,75
37.263825,-121.94314167,85
37.82356389,-122.277575,1
37.79872778,-122.26579444,1
38.09076389,-122.56126389,41
37.65053611,-122.09081389,1
37.54050556,-122.02314167,1
37.76828056,-122.17331944,1
37.70928056,-121.79533056,1
37.76708056,-122.203675,1
37.31355556,-121.87118056,85
37.68334722,-122.48937778,81
37.73136944,-122.45572222,75
37.32879167,-121.79825833,85
37.32364444,-121.81780556,85
37.39481389,-121.95888889,85
37.38774167,-121.94268611,85
37.78897222,-122.24523056,1
37.75231389,-122.17625833,1
37.26191389,-122.01384167,85
37.29336944,-121.94988889,85
37.65226667,-121.80560556,1
37.34403889,-121.86483333,85
37.35219722,-121.93731111,85
37.63486944,-122.45842222,81
37.22136111,-121.86733056,85
37.25898889,-121.87635833,85
37.18468056,-122.39038056,81
37.46403056,-122.14686944,81
37.330125,-121.87744444,85
37.27951944,-121.83693611,85
37.69671944,-121.74421667,1
37.261675,-121.92233333,85
37.67763889,-122.39305,81
37.04177778,-121.58628611,85
37.33767778,-121.88745833,85
37.32228611,-121.82583889,85
37.29999444,-121.866625,85
37.7344,-121.615875,1
37.52750278,-122.284925,81
37.17318889,-121.69476944,85
37.87206111,-122.26948889,1
37.702725,-122.01755556,1
37.81346944,-122.27584722,1
37.41607778,-121.97241389,85
37.24281944,-121.95950556,85
37.27918611,-121.77490833,85
37.75563056,-122.17969167,1
37.25244167,-121.83088611,85
37.36680556,-121.99610278,85
37.39296111,-122.28870833,81
37.79906389,-122.26998056,1
37.83660278,-122.25834167,1
37.32284444,-121.93105,85
37.43891389,-122.42761389,81
37.62587778,-122.42427222,81
37.31371111,-121.82605833,85
37.32070833,-121.76202778,85
37.34352222,-121.85596667,85
37.76902222,-122.40848889,75
37.77078611,-122.48823889,75
37.46550833,-122.102825,1
37.65459444,-122.10048333,1
37.36826389,-121.90851111,85
37.29328333,-121.83351389,85
37.33337222,-121.85250556,85
37.57816944,-122.35541667,81
37.53508611,-122.23746389,81
37.36713611,-122.03159444,85
37.75751111,-122.18359444,1
37.76868611,-122.42754444,75
37.28470556,-121.96098333,85
37.40344444,-121.99956111,85
37.33760556,-121.96834722,85
37.25835,-121.79370556,85
37.26960833,-121.81928056,85
37.36003611,-121.88939722,85
37.27903333,-121.83651389,85
37.35587222,-121.83066111,85
37.27981944,-121.83733333,85
37.41876667,-121.96766944,85
37.31874444,-121.84000556,85
37.81885833,-122.18675833,1
37.28911667,-121.84698056,85
37.24770278,-122.07349722,85
37.89178333,-122.30863889,1
37.7281,-122.14823333,1
37.36910278,-121.84745278,85
37.83844722,-122.29478056,1
37.83115,-122.27715833,1
37.31810556,-121.831475,85
37.2595,-121.79886944,85
37.78177222,-122.49234722,75
37.82693333,-122.27844167,1
37.70953333,-122.419575,75
37.747325,-122.47596111,75
37.77378611,-122.40843333,75
37.72105833,-122.17048611,1
37.73295,-122.19501667,1
37.76265833,-122.18202222,1
37.26690833,-121.90809722,85
37.37164722,-122.208375,81
37.77797778,-122.40939722,75
37.78987222,-122.20655,1
37.34766667,-122.08098333,85
37.79900278,-122.44268889,75
37.72307778,-122.44327222,75
37.598525,-122.08175,1
37.77289722,-122.47669722,75
37.39016944,-121.95549444,85
