FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|CENSUS_CODE|CENSUS_CLASS_CODE|GSA_CODE|OPM_CODE|STATE_NUMERIC|STATE_ALPHA|COUNTY_SEQUENCE|COUNTY_NUMERIC|COUNTY_NAME|PRIMARY_LATITUDE|PRIMARY_LONGITUDE|DATE_CREATED|DATE_EDITED
249635|Soboba Reservation|Civil|3870R|D2|||06|CA|1|065|Riverside|33.780056|-116.8832018|01/19/1981|02/01/2019
249653|Solemint|Populated Place|72534|U6|3662|063662037|06|CA|1|037|Los Angeles|34.4163851|-118.4523053|01/19/1981|
249695|South Fontana|Populated Place|73010|U4|||06|CA|1|071|San Bernardino|34.0627896|-117.4889386|01/19/1981|
249778|Southwest Village|Populated Place|73425|U6|||06|CA|1|037|Los Angeles|33.8466829|-118.3103506|01/19/1981|
249828|Springville|Populated Place|73710|U5|3754|063754107|06|CA|1|107|Tulare|36.1302265|-118.8181495|01/19/1981|12/13/2015
249970|Stout|Populated Place|75182|U6|||06|CA|1|107|Tulare|36.1827288|-119.0803818|01/19/1981|02/27/2017
249978|Strathmore Indian Reservation (historical)|Civil||X1|||06|CA|1|107|Tulare|36.1263406|-119.0673256|01/19/1981|04/11/2008
250092|Sunfair|Populated Place|75854|U6|||06|CA|1|071|San Bernardino|34.1638932|-116.2472317|01/19/1981|
250100|Sunland|Populated Place|75896|U4|||06|CA|1|037|Los Angeles|34.2669466|-118.3023|01/19/1981|
250152|Surf|Populated Place|77322|U6|||06|CA|1|083|Santa Barbara|34.6844268|-120.6035029|01/19/1981|06/23/2015
250293|Tecopa|Populated Place|78050|U5|3836|063836027|06|CA|1|027|Inyo|35.8482993|-116.2264127|01/19/1981|03/21/2008
250396|The Oaks|Populated Place|78418|U6|||06|CA|1|037|Los Angeles|34.5105478|-118.3553578|01/19/1981|02/01/2017
250405|The Plaza|Populated Place|78438|U6|||06|CA|1|071|San Bernardino|34.15028|-116.054169|01/19/1981|
250426|Thermal|Populated Place|78456|U5|3854|063854065|06|CA|1|065|Riverside|33.6403013|-116.1394485|01/19/1981|12/22/2016
250539|Topanga Beach|Populated Place|78974|U6|||06|CA|1|037|Los Angeles|34.0400085|-118.5795272|01/19/1981|
250599|Traver|Populated Place|80280|U5|3882|063882107|06|CA|1|107|Tulare|36.4552287|-119.4848471|01/19/1981|02/13/2017
250630|Trona|Populated Place|80518|U6|3910|063910071|06|CA|1|071|San Bernardino|35.7627322|-117.3728346|01/19/1981|12/22/2016
250657|Tujunga|Populated Place|80630|U4|||06|CA|1|037|Los Angeles|34.252225|-118.2884105|01/19/1981|
250737|Twenty-Nine Palms Reservation|Civil|4375R|D1|||06|CA|1|065|Riverside|33.710997|-116.1854707|01/19/1981|02/01/2019
250737|Twenty-Nine Palms Reservation|Civil|4375R|D1|||06|CA|2|071|San Bernardino|33.710997|-116.1854707|01/19/1981|02/01/2019
250780|Ultra|Populated Place|81162|U6|||06|CA|1|107|Tulare|35.9641195|-118.9984336|01/19/1981|
250945|Van Nuys|Populated Place|82128|U4|4025|064025037|06|CA|1|037|Los Angeles|34.1866718|-118.4489711|01/19/1981|
250957|Vance|Populated Place|82030|U6|||06|CA|1|107|Tulare|36.2241173|-119.1034385|01/19/1981|
251007|Vestal|Populated Place|82464|U6|||06|CA|1|107|Tulare|35.8396752|-119.0848252|01/19/1981|01/12/2017
251037|Viejas Reservation|Civil|4500R|D2|||06|CA|1|073|San Diego|32.8506618|-116.6932409|01/19/1981|02/01/2019
251078|Vinvale|Populated Place|82884|U4|||06|CA|1|037|Los Angeles|33.9536255|-118.1636812|01/19/1981|
251156|Walteria|Populated Place|83430|U4|||06|CA|1|037|Los Angeles|33.8050163|-118.3511842|01/19/1981|
251194|Warner Springs|Populated Place|83486|U6|4083|064083073|06|CA|1|073|San Diego|33.2822596|-116.6336303|01/19/1981|
251266|Waukena|Populated Place|83724|U5|4102|064102107|06|CA|1|107|Tulare|36.1385621|-119.509567|01/19/1981|01/10/2017
251305|Wellsona|Populated Place|83976|U6|||06|CA|1|079|San Luis Obispo|35.6971911|-120.6935046|01/19/1981|
251354|West Glendale|Populated Place|84340|U4|||06|CA|1|037|Los Angeles|34.1483408|-118.2734089|01/19/1981|
251362|West Los Angeles|Populated Place|84508|U4|||06|CA|1|037|Los Angeles|34.0463986|-118.448135|01/19/1981|
251391|Westchester|Populated Place|84158|U4|||06|CA|1|037|Los Angeles|33.9597349|-118.4006322|01/19/1981|
251403|Westhaven|Populated Place|84368|U6|||06|CA|1|019|Fresno|36.2266195|-119.9948595|01/19/1981|
251420|Westside|Populated Place|84863|U6|||06|CA|1|019|Fresno|36.4005066|-120.1390355|01/19/1981|
251437|Wheaton Springs|Populated Place|85016|U6|||06|CA|1|071|San Bernardino|35.4622055|-115.4761061|01/19/1981|01/03/2017
251524|Wiest|Populated Place|85362|U6|||06|CA|1|025|Imperial|33.0586526|-115.4483183|01/19/1981|01/03/2017
251545|Wildasin|Populated Place|85404|U4|||06|CA|1|037|Los Angeles|33.990982|-118.300095|01/19/1981|10/20/2015
251703|Wilsona Gardens|Populated Place|85852|U6|||06|CA|1|037|Los Angeles|34.6677661|-117.8256194|01/19/1981|02/09/2017
251745|Wister|Populated Place|86132|U6|||06|CA|1|025|Imperial|33.315312|-115.6033227|01/19/1981|01/03/2017
251787|Woodlake|Populated Place|86300|P1|4250|064250107|06|CA|1|107|Tulare|36.4135606|-119.0987176|01/19/1981|12/13/2015
251810|Workman|Populated Place|86524|U4|||06|CA|1|037|Los Angeles|33.929737|-118.1681254|01/19/1981|
251832|Wynola|Populated Place|86636|U6|||06|CA|1|073|San Diego|33.0975435|-116.6455757|01/19/1981|02/13/2017
251862|Yermo|Populated Place|86720|U6|4264|064264071|06|CA|1|071|San Bernardino|34.9049849|-116.8203127|01/19/1981|
251865|Yokohl|Populated Place|86762|U6|||06|CA|1|107|Tulare|36.3255055|-119.0823272|01/19/1981|
251927|Topaz|Populated Place|79030|U5|3869|063869051|06|CA|1|051|Mono|38.61882|-119.51949|06/14/2000|01/29/2011
251928|Walker|Populated Place|83262|U5|||06|CA|1|051|Mono|38.5149112|-119.4768329|06/14/2000|01/29/2011
251949|Sky Valley|Populated Place|72156|U5|||06|CA|1|065|Riverside|33.890015|-116.3525097|06/14/2000|01/29/2011
251954|Indio Hills|Populated Place|36452|U5|||06|CA|1|065|Riverside|33.831128|-116.2313958|06/14/2000|01/12/2011
251972|Hoopa Valley Reservation|Civil|1490R|D2|||06|CA|1|023|Humboldt|41.0992101|-123.672543|06/14/2000|02/01/2019
251973|Chittenden|Populated Place|13266|U6|||06|CA|1|087|Santa Cruz|36.9013418|-121.6052218|06/14/2000|
252300|Lake Mary|Populated Place|39640|U6|||06|CA|1|051|Mono|37.5999369|-119.0012424|04/01/1991|
252320|Montclair|Populated Place|48788|P1|2238|062238071|06|CA|1|071|San Bernardino|34.0775104|-117.6897776|07/01/1989|07/12/2016
252322|Terra Linda|Populated Place|78302|U4|3859|063859041|06|CA|1|041|Marin|38.0040893|-122.5497|07/01/1989|
252532|Aliso Viejo|Populated Place|00947|P1|0029|060029059|06|CA|1|059|Orange|33.565038|-117.727116|03/01/1991|03/21/2008
252581|XL Ranch Rancheria|Civil|4680R|D2|||06|CA|1|049|Modoc|41.5281223|-120.4163703|09/01/1991|02/01/2019
252614|Alabama Hill|Populated Place|00550|U6|||06|CA|1|009|Calaveras|38.3549133|-120.5918729|01/19/1981|
252615|Albrae|Populated Place|00730|U4|||06|CA|1|001|Alameda|37.4954941|-121.9894053|01/19/1981|
252616|Alderglen Springs|Populated Place|00780|U6|||06|CA|1|097|Sonoma|38.8351832|-123.0527793|01/19/1981|
252617|Alico|Populated Place|00933|U6|||06|CA|1|027|Inyo|36.569656|-117.96314|01/19/1981|
252618|Arroz|Populated Place|02880|U6|||06|CA|1|113|Yolo|38.6207382|-121.9710799|01/19/1981|
252619|Atlas|Populated Place|03134|U6|||06|CA|1|055|Napa|38.4290771|-122.2480299|01/19/1981|
252620|Avon|Populated Place|03358|U6|||06|CA|1|013|Contra Costa|38.0326985|-122.0752418|01/19/1981|
252621|Bahia|Populated Place|03470|U6|||06|CA|1|095|Solano|38.0965856|-122.1030212|01/19/1981|
252622|Bardi|Populated Place|03918|U6|||06|CA|1|077|San Joaquin|37.7646501|-121.1652175|01/19/1981|
252623|Barlow|Populated Place|03946|U6|||06|CA|1|097|Sonoma|38.4249135|-122.8586042|01/19/1981|
252624|Barstow|Populated Place|04023|U6|||06|CA|1|019|Fresno|36.8152237|-119.9698776|01/19/1981|05/16/2017
252626|Beatty Junction|Populated Place|04754|U6|||06|CA|1|027|Inyo|36.5880033|-116.9431123|01/19/1981|
252627|Belfast|Populated Place|04860|U6|||06|CA|1|035|Lassen|40.4435095|-120.4516114|01/19/1981|10/19/2017
252628|Bellota|Populated Place|05024|U6|||06|CA|1|077|San Joaquin|38.0529779|-121.0138298|01/19/1981|
252630|Binghamton|Populated Place|06714|U6|||06|CA|1|095|Solano|38.3512998|-121.8227388|01/19/1981|
252632|Biola Junction|Populated Place|06742|U6|||06|CA|1|019|Fresno|36.8007809|-119.868761|01/19/1981|
252634|Bogue|Populated Place|07302|U6|||06|CA|1|101|Sutter|39.0979483|-121.6249657|01/19/1981|
252635|Bonita|Populated Place|07407|U6|||06|CA|1|039|Madera|36.9524464|-120.2018345|01/19/1981|
252637|Brooks Mill|Populated Place|08527|U6|||06|CA|1|049|Modoc|41.2793397|-120.3107799|01/19/1981|
252639|Bruceville|Populated Place|08594|U6|||06|CA|1|067|Sacramento|38.3357457|-121.4171739|01/19/1981|07/26/2017
252640|Buchli|Populated Place|08660|U6|||06|CA|1|055|Napa|38.2149168|-122.3327523|01/19/1981|
252641|Bucktown|Populated Place|08755|U6|||06|CA|1|095|Solano|38.3907432|-122.0241349|01/19/1981|
252642|Buena Vista|Populated Place|08828|U5|||06|CA|1|005|Amador|38.2943599|-120.9132726|01/19/1981|02/18/2016
252643|Bunker|Populated Place|08943|U6|||06|CA|1|095|Solano|38.3507443|-121.7582921|01/19/1981|
252644|Carmen City|Populated Place|11355|U6|||06|CA|1|009|Calaveras|38.0474231|-120.6907637|01/19/1981|
252645|Catlett|Populated Place|12066|U6|||06|CA|1|101|Sutter|38.8451766|-121.5385697|01/19/1981|07/26/2017
252646|Cave City|Populated Place|12070|U6|||06|CA|1|009|Calaveras|38.2024183|-120.5085359|01/19/1981|
252647|Cecile|Populated Place|12153|U6|||06|CA|1|019|Fresno|36.7007833|-119.7176399|01/19/1981|05/01/2017
252648|Chadbourne|Populated Place|12575|U6|||06|CA|1|095|Solano|38.2438033|-122.0838563|01/19/1981|
252649|Clay|Populated Place|13854|U5|||06|CA|1|067|Sacramento|38.3360244|-121.15939|01/19/1981|07/26/2017
252651|Cochrane|Populated Place|14335|U6|||06|CA|1|077|San Joaquin|37.7310401|-121.3596655|01/19/1981|
252652|Cold Springs|Populated Place|14450|U5|||06|CA|1|017|El Dorado|38.7418469|-120.8702154|01/19/1981|07/26/2017
252653|Collinsville|Populated Place|14722|U6|||06|CA|1|095|Solano|38.0768635|-121.849958|01/19/1981|
252654|Cometa|Populated Place|14967|U6|||06|CA|1|077|San Joaquin|37.8565931|-120.9460473|01/19/1981|
252655|Conaway|Populated Place|15128|U6|||06|CA|1|113|Yolo|38.6771264|-121.6730163|01/19/1981|02/25/2016
252656|Coyote|Populated Place|16812|U4|0895|060895085|06|CA|1|085|Santa Clara|37.216611|-121.7405043|01/19/1981|
252657|Creed|Populated Place|16938|U6|||06|CA|1|095|Solano|38.243247|-121.8552381|01/19/1981|
252658|Crest|Populated Place|17092|U6|||06|CA|1|035|Lassen|40.7246205|-120.3702222|01/19/1981|10/19/2017
252659|Dagon|Populated Place|17792|U6|||06|CA|1|005|Amador|38.344636|-120.9613296|01/19/1981|
252660|Danielson|Populated Place|17965|U6|||06|CA|1|095|Solano|38.238248|-122.1049678|01/19/1981|
252661|Daulton|Populated Place|18072|U6|||06|CA|1|039|Madera|37.1191131|-119.9821066|01/19/1981|
252662|Denverton|Populated Place|18912|U6|||06|CA|1|095|Solano|38.2246364|-121.8974615|01/19/1981|07/17/2015
252663|Dillard|Populated Place|19255|U6|||06|CA|1|067|Sacramento|38.4012999|-121.2568927|01/19/1981|
252664|Dolomite|Populated Place|19465|U6|||06|CA|1|027|Inyo|36.5529898|-117.9453614|01/19/1981|
252665|Dozier|Populated Place|19906|U6|||06|CA|1|095|Solano|38.2854682|-121.8166264|01/19/1981|
252666|Dugan|Populated Place|20074|U6|||06|CA|1|017|El Dorado|38.6043501|-120.9588298|01/19/1981|07/19/2017
252667|Edenvale|Populated Place|21446|U4|||06|CA|1|085|Santa Clara|37.2649431|-121.8180072|01/19/1981|
252668|Elders Corner|Populated Place|21838|U6|||06|CA|1|061|Placer|38.9565642|-121.101058|01/19/1981|07/19/2017
252669|Elk|Populated Place|21978|U6|||06|CA|1|019|Fresno|36.7502282|-119.4929071|01/19/1981|04/21/2017
252671|Emmaton|Populated Place|22615|U6|||06|CA|1|067|Sacramento|38.0801969|-121.732177|01/19/1981|
252672|Englewood|Populated Place|22700|U6|||06|CA|1|023|Humboldt|40.396528|-123.9389307|01/19/1981|05/10/2016
252673|Ettersburg|Populated Place|22986|U6|||06|CA|1|023|Humboldt|40.1384756|-123.9972563|01/19/1981|
252674|Eugene|Populated Place|23028|U6|||06|CA|1|099|Stanislaus|37.8929816|-120.8468785|01/19/1981|
252675|Farwell|Populated Place|23644|U6|||06|CA|1|001|Alameda|37.5982673|-121.9452369|01/19/1981|
252676|Forebay|Populated Place|24770|U6|||06|CA|1|061|Placer|39.2365667|-120.7366021|01/19/1981|07/19/2017
252677|Fort Ross|Populated Place|25250|U6|||06|CA|1|097|Sonoma|38.5140796|-123.2436186|01/19/1981|09/20/2017
252680|Gas Point|Populated Place|29140|U6|||06|CA|1|089|Shasta|40.4154289|-122.5344562|01/19/1981|
252681|Glorietta|Populated Place|30238|U6|||06|CA|1|019|Fresno|36.8377276|-119.7095867|01/19/1981|
252682|Goat Rock|Populated Place|30245|U6|||06|CA|1|097|Sonoma|38.5815788|-123.1213925|01/19/1981|
252684|Goldleaf|Populated Place|30336|U6|||06|CA|1|019|Fresno|36.7221722|-119.7179182|01/19/1981|
252686|Gordon|Populated Place|30441|U6|||06|CA|1|019|Fresno|36.8960608|-119.7298667|01/19/1981|
252687|Hartley|Populated Place|32340|U5|||06|CA|1|095|Solano|38.4171313|-121.9469106|01/19/1981|01/29/2011
252689|Hoffman Point|Summit|34043|U6|||06|CA|1|019|Fresno|36.6921706|-119.198171|01/19/1981|04/10/2017
252690|Holt|Populated Place|34232|U6|1627|061627077|06|CA|1|077|San Joaquin|37.9343687|-121.4271709|01/19/1981|
252691|Homestead|Populated Place|34350|U6|||06|CA|1|049|Modoc|41.9134899|-121.4230461|01/19/1981|
252692|Hooker|Populated Place|34512|U6|||06|CA|1|103|Tehama|40.3007092|-122.3269473|01/19/1981|
252693|Horse Lake|Populated Place|34729|U6|||06|CA|1|035|Lassen|40.674065|-120.4041119|01/19/1981|08/31/2016
252694|Howard Landing|Populated Place|34792|U6|||06|CA|1|067|Sacramento|38.2288038|-121.6010654|01/19/1981|
252695|Hurleton|Populated Place|36075|U6|||06|CA|1|007|Butte|39.4973873|-121.3874652|01/19/1981|01/31/2019
252696|Ignacio|Populated Place|36238|U6|||06|CA|1|041|Marin|38.0701986|-122.5385899|01/19/1981|
252697|Ingle|Populated Place|36504|U6|||06|CA|1|019|Fresno|36.7213384|-120.2565521|01/19/1981|04/03/2017
252698|Ingomar|Populated Place|36560|U6|||06|CA|1|047|Merced|37.1802192|-120.9682564|01/19/1981|
252699|Inskip|Populated Place|36600|U6|||06|CA|1|007|Butte|39.9898823|-121.5410842|01/19/1981|
252700|Inwood|Populated Place|36644|U6|||06|CA|1|089|Shasta|40.5240443|-121.9572164|01/19/1981|
252701|Iowa City|Populated Place|36680|U6|||06|CA|1|115|Yuba|39.291557|-121.4774656|01/19/1981|07/14/2017
252702|Ivesta|Populated Place|36938|U6|||06|CA|1|019|Fresno|36.7218946|-119.6365252|01/19/1981|03/31/2017
252703|Jacksnipe|Populated Place|36976|U6|||06|CA|1|095|Solano|38.1926936|-122.0680217|01/19/1981|
252705|Jarvis Landing|Populated Place|37176|U4|||06|CA|1|001|Alameda|37.5293814|-122.0635737|01/19/1981|
252706|Jet|Populated Place|37344|U6|||06|CA|1|099|Stanislaus|37.4327123|-121.0999323|01/19/1981|
252709|Kanawyers|Populated Place|37785|U6|||06|CA|1|019|Fresno|36.7952167|-118.5848214|01/19/1981|11/30/2015
252710|Kenny|Populated Place|38080|U6|||06|CA|1|045|Mendocino|39.9218148|-123.8986358|01/19/1981|
252711|Kettenpom|Populated Place|38373|U6|||06|CA|1|105|Trinity|40.1573699|-123.4608587|01/19/1981|
252712|Keystone|Populated Place|38436|U6|||06|CA|1|109|Tuolumne|37.8352057|-120.5076982|01/19/1981|
252713|Kibesillah|Populated Place|38443|U6|||06|CA|1|045|Mendocino|39.5901611|-123.7777947|01/19/1981|
252714|Kingsville|Populated Place|38597|U6|||06|CA|1|017|El Dorado|38.6765707|-120.8757712|01/19/1981|07/14/2017
252715|Knowles Junction|Populated Place|38850|U6|||06|CA|1|039|Madera|37.202724|-119.9090493|01/19/1981|
252716|Lacjac|Populated Place|39010|U6|||06|CA|1|019|Fresno|36.6116174|-119.4840159|01/19/1981|03/26/2017
252717|Lane|Populated Place|40200|U6|||06|CA|1|077|San Joaquin|38.0027007|-121.2502241|01/19/1981|
252718|Las Gallinas|Populated Place|40543|U6|||06|CA|1|041|Marin|38.0204777|-122.5385887|01/19/1981|08/06/2014
252719|Las Palmas|Populated Place|40620|U4|||06|CA|1|019|Fresno|36.75745|-119.7004181|01/19/1981|03/28/2017
252720|Laughlin|Populated Place|40774|U6|||06|CA|1|045|Mendocino|39.2796113|-123.2344507|01/19/1981|
252721|Lawndale|Populated Place|40900|U6|||06|CA|1|097|Sonoma|38.4213004|-122.5702608|01/19/1981|
252722|Lawrence|Populated Place|40910|U6|||06|CA|1|085|Santa Clara|37.3699413|-121.9957928|01/19/1981|
252723|Leesville|Populated Place|40984|U6|||06|CA|1|011|Colusa|39.1893342|-122.4235921|01/19/1981|
252724|Levis|Populated Place|41270|U6|||06|CA|1|019|Fresno|36.6235615|-120.4062754|01/19/1981|
252725|Litchfield|Populated Place|41782|U5|1906|061906035|06|CA|1|035|Lassen|40.3826772|-120.3871634|01/19/1981|10/19/2017
252726|Llanada|Populated Place|42013|U6|||06|CA|1|069|San Benito|36.6091225|-120.9165736|01/19/1981|06/13/2017
252727|Los Medanos|Populated Place|44126|U6|||06|CA|1|013|Contra Costa|38.0121434|-121.8513461|01/19/1981|
252728|Lovdal|Populated Place|44336|U6|||06|CA|1|113|Yolo|38.6001827|-121.5524569|01/19/1981|
252729|Lowrey|Populated Place|44360|U6|||06|CA|1|103|Tehama|40.0137651|-122.5533352|01/19/1981|
252730|Maine Prairie|Populated Place|45225|U6|||06|CA|1|095|Solano|38.3079677|-121.758847|01/19/1981|
252731|Majors|Populated Place|45228|U6|||06|CA|1|087|Santa Cruz|36.9824505|-122.1433004|01/19/1981|
252732|Manzanita|Populated Place|45560|U6|||06|CA|1|041|Marin|37.8815932|-122.5174744|01/19/1981|
252733|Mayhew|Populated Place|46450|U6|||06|CA|1|067|Sacramento|38.5651839|-121.3507847|01/19/1981|07/10/2017
252734|McGill|Populated Place|44833|U6|||06|CA|1|097|Sonoma|38.1985282|-122.4366448|01/19/1981|
252736|Melvin|Populated Place|46800|U4|||06|CA|1|019|Fresno|36.808561|-119.7009746|01/19/1981|
252737|Merazo|Populated Place|46890|U6|||06|CA|1|055|Napa|38.2174167|-122.3730316|01/19/1981|
252738|Mercuryville|Populated Place|46916|U6|||06|CA|1|097|Sonoma|38.7760177|-122.8219381|01/19/1981|
252739|Midway|Populated Place|47420|U6|||06|CA|1|001|Alameda|37.7146518|-121.5580031|01/19/1981|
252740|Millerton|Populated Place|47594|U6|||06|CA|1|041|Marin|38.1090888|-122.8455484|01/19/1981|
252741|Molino|Populated Place|48508|U6|||06|CA|1|097|Sonoma|38.4257466|-122.8480481|01/19/1981|
252742|Monada|Populated Place|48545|U6|||06|CA|1|077|San Joaquin|38.0368662|-121.2782804|01/19/1981|
252743|Monola|Populated Place|48615|U6|||06|CA|1|027|Inyo|37.143542|-118.2437111|01/19/1981|
252745|Motion|Populated Place|49492|U6|||06|CA|1|089|Shasta|40.6743161|-122.4605676|01/19/1981|02/01/2016
252746|Napa Junction|Populated Place|50272|U6|||06|CA|1|055|Napa|38.1874176|-122.2508042|01/19/1981|
252747|Natividad|Populated Place|50425|U6|||06|CA|1|053|Monterey|36.732737|-121.5966111|01/19/1981|
252748|Natoma|Populated Place|50440|U6|||06|CA|1|067|Sacramento|38.6549041|-121.1813362|01/19/1981|
252749|Nicks Cove|Populated Place|51330|U6|||06|CA|1|041|Marin|38.1996421|-122.9211077|01/19/1981|
252750|Nielsburg|Populated Place|51350|U6|||06|CA|1|061|Placer|38.9571198|-121.0332778|01/19/1981|07/10/2017
252752|Northwood|Populated Place|52450|U6|||06|CA|1|097|Sonoma|38.4754693|-123.0016661|01/19/1981|
252753|Norton|Populated Place|52485|U6|||06|CA|1|113|Yolo|38.5860166|-121.9710798|01/19/1981|07/10/2017
252754|Notarb|Populated Place|52575|U6|||06|CA|1|039|Madera|37.0110575|-120.1190547|01/19/1981|
252755|Oak Knoll|Populated Place|52778|U6|||06|CA|1|055|Napa|38.358246|-122.3349761|01/19/1981|
252756|Olcott|Populated Place|53492|U6|||06|CA|1|095|Solano|38.277135|-121.8241265|01/19/1981|
252757|Oro Loma|Populated Place|54344|U6|||06|CA|1|019|Fresno|36.8907819|-120.6904605|01/19/1981|03/14/2017
252758|Orwood|Populated Place|54456|U6|||06|CA|1|013|Contra Costa|37.9399239|-121.5688402|01/19/1981|
252759|Paintersville|Populated Place|55030|U6|||06|CA|1|067|Sacramento|38.3199123|-121.576066|01/19/1981|
252760|Panoche|Populated Place|55464|U6|||06|CA|1|069|San Benito|36.5968992|-120.8335144|01/19/1981|05/24/2017
252761|Panoche Junction|Populated Place|55470|U6|||06|CA|1|019|Fresno|36.5460615|-120.4879427|01/19/1981|
252762|Perez|Populated Place|56644|U6|||06|CA|1|049|Modoc|41.6762729|-121.2541503|01/19/1981|09/14/2017
252763|Perry|Populated Place|56742|U6|||06|CA|1|085|Santa Clara|37.1835559|-121.7063366|01/19/1981|
252764|Peters|Populated Place|56798|U5|||06|CA|1|077|San Joaquin|37.9807573|-121.0479965|01/19/1981|01/29/2011
252765|Pinnacles|Populated Place|57277|U6|||06|CA|1|069|San Benito|36.5307965|-121.1451978|01/19/1981|05/31/2017
252766|Pinnio|Populated Place|57283|U6|||06|CA|1|035|Lassen|41.0740632|-120.4693943|01/19/1981|07/10/2017
252767|Pino Grande|Populated Place|57285|U6|||06|CA|1|017|El Dorado|38.8701806|-120.6260383|01/19/1981|07/10/2017
252768|Polk|Populated Place|58016|U4|||06|CA|1|067|Sacramento|38.5321289|-121.4088418|01/19/1981|
252769|Pratton|Populated Place|58604|U6|||06|CA|1|019|Fresno|36.7466135|-119.8995949|01/19/1981|03/08/2017
252770|Priest|Populated Place|58723|U6|||06|CA|1|109|Tuolumne|37.8140949|-120.2726907|01/19/1981|
252771|Pumpkin Center|Populated Place|58947|U6|||06|CA|1|035|Lassen|41.1098891|-121.1066381|01/19/1981|
252772|Radum|Populated Place|59178|U6|||06|CA|1|001|Alameda|37.6702086|-121.8591229|01/19/1981|
252773|Ramsey|Populated Place|59355|U6|||06|CA|1|045|Mendocino|39.972373|-123.4472431|01/19/1981|
252776|Rich Gulch|Populated Place|60613|U6|||06|CA|1|009|Calaveras|38.330192|-120.6310412|01/19/1981|
252777|Rio Oso|Populated Place|60970|U5|3038|063038101|06|CA|1|101|Sutter|38.9610064|-121.544405|01/19/1981|07/10/2017
252778|Rio Vista Junction|Populated Place|60998|U6|||06|CA|1|095|Solano|38.2060259|-121.8752383|01/19/1981|
252779|Riverbend|Populated Place|61082|U6|||06|CA|1|019|Fresno|36.7568949|-119.5112415|01/19/1981|03/07/2017
252780|Riverview|Populated Place|62084|U6|||06|CA|1|113|Yolo|38.5035181|-121.5599566|01/19/1981|06/16/2016
252781|Robertsville|Populated Place|62196|U4|||06|CA|1|085|Santa Clara|37.2632766|-121.8763427|01/19/1981|
252782|Robinsons Corner|Populated Place|62210|U6|||06|CA|1|007|Butte|39.364333|-121.6080254|01/19/1981|
252783|Rocktram|Populated Place|62420|U6|||06|CA|1|055|Napa|38.2574157|-122.2805286|01/19/1981|
252784|Rosewood|Populated Place|62975|U6|||06|CA|1|103|Tehama|40.2695967|-122.556399|01/19/1981|
252785|Ryde|Populated Place|63428|U6|3142|063142067|06|CA|1|067|Sacramento|38.2385259|-121.5605093|01/19/1981|
252786|San Felipe|Populated Place|66126|U6|||06|CA|1|085|Santa Clara|36.970782|-121.4191017|01/19/1981|
252787|Sandy Gulch|Populated Place|66090|U6|||06|CA|1|009|Calaveras|38.3801903|-120.5327041|01/19/1981|
252788|Saxon|Populated Place|70420|U6|||06|CA|1|113|Yolo|38.4665747|-121.6563472|01/19/1981|06/27/2017
252789|Schellville|Populated Place|70504|U6|||06|CA|1|097|Sonoma|38.246027|-122.4397015|01/19/1981|
252790|Sears Point|Populated Place|70735|U6|||06|CA|1|097|Sonoma|38.1510295|-122.4477551|01/19/1981|
252791|Shafter|Populated Place|71113|U6|||06|CA|1|041|Marin|38.0043677|-122.7085977|01/19/1981|
252792|Sharon|Populated Place|71148|U6|||06|CA|1|039|Madera|37.098001|-120.1298908|01/19/1981|
252793|Devils Elbow|Populated Place|19097|U6|||06|CA|1|011|Colusa|39.3457186|-122.4288737|01/19/1981|
252794|Lone Star Junction|Populated Place|42615|U6|||06|CA|1|023|Humboldt|40.6326362|-123.8772708|01/19/1981|
252795|McAvoy|Populated Place|44714|U6|||06|CA|1|013|Contra Costa|38.0385313|-121.9602386|01/19/1981|
252796|Mina|Populated Place|47787|U6|||06|CA|1|045|Mendocino|39.9648737|-123.3583522|01/19/1981|
252797|Molena|Populated Place|48494|U6|||06|CA|1|095|Solano|38.1257507|-121.8766262|01/19/1981|
252798|Montezuma|Populated Place|48984|U6|||06|CA|1|095|Solano|38.0904742|-121.8727367|01/19/1981|
252799|Bagby|Populated Place|59212|U6|||06|CA|1|043|Mariposa|37.6118777|-120.1351839|01/19/1981|07/09/2009
252800|Soapweed|Populated Place|72457|U6|||06|CA|1|017|El Dorado|38.8418468|-120.6779847|01/19/1981|06/30/2017
252801|Solyo|Populated Place|72590|U6|||06|CA|1|099|Stanislaus|37.6093749|-121.2643837|01/19/1981|
252803|South Coyote|Populated Place|72940|U6|||06|CA|1|085|Santa Clara|37.1988334|-121.7216149|01/19/1981|
252804|Spyrock|Populated Place|73780|U6|3751|063751045|06|CA|1|045|Mendocino|39.8765413|-123.443908|01/19/1981|
252805|Squab|Populated Place|73783|U6|||06|CA|1|055|Napa|38.1971395|-122.2774721|01/19/1981|
252806|Stanfield Hill|Populated Place|73900|U6|||06|CA|1|115|Yuba|39.3423905|-121.3330175|01/19/1981|06/30/2017
252807|Stewarts Point|Populated Place|74158|U6|3765|063765097|06|CA|1|097|Sonoma|38.651857|-123.3991756|01/19/1981|
252808|Stewartville|Populated Place|74166|U6|||06|CA|1|013|Contra Costa|37.9463119|-121.8485678|01/19/1981|
252809|Stomar|Populated Place|75053|U6|||06|CA|1|099|Stanislaus|37.3618809|-121.045763|01/19/1981|
252810|Stronghold|Populated Place|75378|U6|||06|CA|1|049|Modoc|41.9054347|-121.4097125|01/19/1981|07/26/2017
