FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|CENSUS_CODE|CENSUS_CLASS_CODE|GSA_CODE|OPM_CODE|STATE_NUMERIC|STATE_ALPHA|COUNTY_SEQUENCE|COUNTY_NUMERIC|COUNTY_NAME|PRIMARY_LATITUDE|PRIMARY_LONGITUDE|DATE_CREATED|DATE_EDITED
1661485|Spadra|Populated Place|73486|U4|||06|CA|1|037|Los Angeles|34.0522329|-117.8000587|01/19/1981|
1661487|Spear Creek Summer Home Tract|Populated Place|73565|U6|||06|CA|1|107|Tulare|35.8199507|-118.5942544|01/19/1981|
1661488|Spellacy|Populated Place|73577|U6|||06|CA|1|029|Kern|35.1130235|-119.4715087|01/19/1981|02/27/2017
1661489|Spicer City|Populated Place|73598|U6|||06|CA|1|029|Kern|35.5010719|-119.6045681|01/19/1981|
1661495|Spring Valley|Populated Place|73696|U5|3756|063756073|06|CA|1|073|San Diego|32.744774|-116.998916|01/19/1981|03/21/2008
1661496|Springville|Populated Place|73724|U6|||06|CA|1|111|Ventura|34.2205603|-119.0959378|01/19/1981|
1661499|Squirrel Mountain Valley|Populated Place|73815|U5|||06|CA|1|029|Kern|35.6232866|-118.4098058|01/19/1981|02/27/2017
1661501|Stanton|Populated Place|73962|P1|3760|063760059|06|CA|1|059|Orange|33.8025155|-117.9931165|01/19/1981|09/30/2015
1661502|Stedman|Populated Place|74025|U6|||06|CA|1|071|San Bernardino|34.6299911|-116.1680659|01/19/1981|12/21/2016
1661504|Stevens|Populated Place|74116|U6|||06|CA|1|029|Kern|35.3141283|-119.1906633|01/19/1981|02/27/2017
1661506|Stoil|Populated Place|75050|U6|||06|CA|1|107|Tulare|35.9180091|-119.4253952|01/19/1981|
1661508|Stonehurst|Populated Place|75084|U6|||06|CA|1|037|Los Angeles|34.251114|-118.3703581|01/19/1981|
1661510|Stratford|Populated Place|75252|U5|3773|063773031|06|CA|1|031|Kings|36.1893956|-119.8231877|01/19/1981|02/27/2017
1661511|Strathearn|Populated Place|75266|U6|||06|CA|1|111|Ventura|34.2811136|-118.7992604|01/19/1981|01/30/2017
1661512|Stuart|Populated Place|75392|U6|||06|CA|1|073|San Diego|33.2511454|-117.4208732|01/19/1981|01/30/2017
1661514|Studebaker|Populated Place|75420|U4|||06|CA|1|037|Los Angeles|33.9197365|-118.0961783|01/19/1981|
1661516|Studio City|Populated Place|75434|U4|||06|CA|1|037|Los Angeles|34.1486178|-118.3964686|01/19/1981|
1661519|Sugarloaf Mountain Park|Populated Place|75588|U5|||06|CA|1|107|Tulare|35.8388394|-118.6045323|01/19/1981|02/27/2017
1661521|Sulphur Springs|Populated Place|75658|U6|||06|CA|1|111|Ventura|34.4269399|-119.0945499|01/19/1981|
1661522|Sun City|Populated Place|75826|U4|3786|063786065|06|CA|1|065|Riverside|33.7091878|-117.1972566|01/19/1981|09/09/2008
1661523|Sun Valley|Populated Place|77294|U4|||06|CA|1|037|Los Angeles|34.2175042|-118.3703576|01/19/1981|
1661525|Suncrest|Populated Place|75840|U6|||06|CA|1|073|San Diego|32.8042186|-116.8644688|01/19/1981|01/30/2017
1661526|Sunfair Heights|Populated Place|75860|U6|||06|CA|1|071|San Bernardino|34.2402796|-116.2188982|01/19/1981|
1661528|Sunny Hills|Populated Place|75966|U4|||06|CA|1|059|Orange|33.9011251|-117.9364502|01/19/1981|
1661529|Sunny Vista|Populated Place|77028|U4|||06|CA|1|073|San Diego|32.6447763|-117.0680838|01/19/1981|
1661530|Sunnymead|Populated Place|75980|U4|3788|063788065|06|CA|1|065|Riverside|33.940017|-117.2436507|01/19/1981|
1661531|Sunnyside|Populated Place|76008|U6|3789|063789073|06|CA|1|073|San Diego|32.6742204|-117.0164155|01/19/1981|09/30/2015
1661532|Sunset Beach|Populated Place|77126|U5|3791|063791059|06|CA|1|059|Orange|33.7164069|-118.0689517|01/19/1981|01/29/2011
1661533|Sunset Cliffs|Populated Place|77158|U6|||06|CA|1|073|San Diego|32.7305|-117.2532|01/19/1981|11/16/2006
1661535|Sunsweet|Populated Place|77275|U6|||06|CA|1|071|San Bernardino|34.060011|-117.6847774|01/19/1981|
1661536|Surfside|Populated Place|77336|U4|3796|063796059|06|CA|1|059|Orange|33.7277956|-118.0822856|01/19/1981|
1661537|Sycamore Flat|Populated Place|77520|U6|||06|CA|1|053|Monterey|36.2666304|-121.393543|01/19/1981|06/06/2017
1661538|Sycamore Springs|Populated Place|77522|U6|||06|CA|1|079|San Luis Obispo|35.1863641|-120.714341|01/19/1981|06/23/2015
1661539|Sylmar|Populated Place|77546|U4|3815|063815037|06|CA|1|037|Los Angeles|34.3077785|-118.4492499|01/19/1981|
1661540|Sylvia Park|Populated Place|77560|U6|||06|CA|1|037|Los Angeles|34.1150066|-118.5817512|01/19/1981|01/30/2017
1661543|Taft|Populated Place|77574|P1|3820|063820029|06|CA|1|029|Kern|35.1424671|-119.4565078|01/19/1981|12/13/2015
1661544|Taft Heights|Populated Place|77588|U5|3821|063821029|06|CA|1|029|Kern|35.1346895|-119.4726196|01/19/1981|02/07/2017
1661545|Tagus|Populated Place|77602|U6|||06|CA|1|107|Tulare|36.2713394|-119.3681726|01/19/1981|02/07/2017
1661547|Tajiguas|Populated Place|77742|U6|||06|CA|1|083|Santa Barbara|34.4666572|-120.1084784|01/19/1981|
1661550|Tarzana|Populated Place|77966|U4|||06|CA|1|037|Los Angeles|34.1733385|-118.553974|01/19/1981|
1661551|Tassajara Hot Springs|Populated Place|77980|U6|||06|CA|1|053|Monterey|36.2341282|-121.548829|01/19/1981|06/06/2017
1661552|Taylor Junction|Populated Place|78004|U6|||06|CA|1|037|Los Angeles|34.0630669|-118.2231287|01/19/1981|
1661553|Tecate|Populated Place|78022|U6|3835|063835073|06|CA|1|073|San Diego|32.5772833|-116.6275176|01/19/1981|
1661557|Templeton|Populated Place|78162|U5|3856|063856079|06|CA|1|079|San Luis Obispo|35.5496939|-120.7060049|01/19/1981|03/21/2008
1661558|Terra Cotta|Populated Place|78295|U6|||06|CA|1|065|Riverside|33.703076|-117.3747634|01/19/1981|12/22/2016
1661561|The Willows|Populated Place|78488|U6|||06|CA|1|073|San Diego|32.8347743|-116.722521|01/19/1981|02/01/2017
1661562|Thenard|Populated Place|78414|U4|||06|CA|1|037|Los Angeles|33.7866667|-118.2425|01/19/1981|09/30/2015
1661563|Thomas Lane|Populated Place|78505|U6|||06|CA|1|029|Kern|35.4874586|-119.2848322|01/19/1981|02/13/2017
1661564|Thomas Mountain|Populated Place|78512|U6|||06|CA|1|065|Riverside|33.612526|-116.6269621|01/19/1981|12/22/2016
1661566|Thorn|Populated Place|78554|U6|||06|CA|1|071|San Bernardino|34.4758314|-117.2808782|01/19/1981|12/22/2016
1661567|Thousand Oaks|Populated Place|78582|P1|3860|063860111|06|CA|1|111|Ventura|34.1705556|-118.8375|01/19/1981|09/30/2015
1661569|Three Rivers|Populated Place|78638|U5|3861|063861107|06|CA|1|107|Tulare|36.4388364|-118.9045445|01/19/1981|03/21/2008
1661570|Thyle|Populated Place|78656|U6|||06|CA|1|079|San Luis Obispo|35.3410851|-120.6335029|01/19/1981|
1661571|Tiber|Populated Place|78662|U6|||06|CA|1|079|San Luis Obispo|35.1783087|-120.6185037|01/19/1981|
1661572|Tierra del Sol|Populated Place|78694|U6|||06|CA|1|073|San Diego|32.6222835|-116.3225174|01/19/1981|02/07/2017
1661574|Titus|Populated Place|78764|U6|||06|CA|1|073|San Diego|32.6325621|-116.1797389|01/19/1981|02/07/2017
1661576|Tonyville|Populated Place|78932|U5|||06|CA|1|107|Tulare|36.2485614|-119.0906602|01/19/1981|02/13/2017
1661577|Toolville|Populated Place|78946|U6|||06|CA|1|107|Tulare|36.2874502|-119.1176062|01/19/1981|02/13/2017
1661578|Toomey|Populated Place|78953|U6|||06|CA|1|071|San Bernardino|34.9208186|-116.7453108|01/19/1981|12/22/2016
1661579|Top of the World|Populated Place|79044|U6|||06|CA|1|059|Orange|33.5483587|-117.7542208|01/19/1981|02/07/2017
1661580|Topanga|Populated Place|78960|U5|3868|063868037|06|CA|1|037|Los Angeles|34.0936181|-118.6014735|01/19/1981|02/07/2017
1661581|Trabuco Canyon|Populated Place|80210|U6|3875|063875059|06|CA|1|059|Orange|33.662521|-117.5903258|01/19/1981|02/07/2017
1661582|Trancas|Populated Place|80245|U6|||06|CA|1|037|Los Angeles|34.0311187|-118.8431468|01/19/1981|
1661586|Truckhaven|Populated Place|80592|U6|||06|CA|1|025|Imperial|33.2969834|-115.9772229|01/19/1981|12/22/2016
1661588|Tupman|Populated Place|80784|U5|3945|063945029|06|CA|1|029|Kern|35.2980185|-119.3512247|01/19/1981|02/13/2017
1661589|Turk|Populated Place|80798|U6|||06|CA|1|019|Fresno|36.1710648|-120.2220876|01/19/1981|12/13/2015
1661590|Tustin|Populated Place|80854|P1|3960|063960059|06|CA|1|059|Orange|33.7458511|-117.826166|01/19/1981|10/06/2015
1661591|Twin Buttes|Populated Place|81030|U6|||06|CA|1|107|Tulare|36.4666166|-119.2065002|01/19/1981|02/13/2017
1661593|Twin Lakes|Populated Place|81046|U6|||06|CA|1|037|Los Angeles|34.2780578|-118.6014769|01/19/1981|02/07/2017
1661594|Twin Lakes|Populated Place|81043|U6|||06|CA|1|029|Kern|34.9871933|-118.5145308|01/19/1981|02/13/2017
1661595|Twin Oaks|Populated Place|81078|U6|||06|CA|1|073|San Diego|33.1853154|-117.1547555|01/19/1981|10/06/2015
1661596|Twin Peaks|Populated Place|81092|U6|3982|063982071|06|CA|1|071|San Bernardino|34.2388955|-117.2336533|01/19/1981|
1661599|Una|Populated Place|81176|U6|||06|CA|1|029|Kern|35.4244035|-119.1778842|01/19/1981|01/20/2017
1661603|Universal City|Populated Place|81232|U6|3995|063995037|06|CA|1|037|Los Angeles|34.1388962|-118.3534115|01/19/1981|
1661604|University City|Populated Place|81260|U4|||06|CA|1|073|San Diego|32.8547697|-117.2039242|01/19/1981|
1661605|University Heights|Populated Place|81274|U6|||06|CA|1|073|San Diego|32.755606|-117.1394771|01/19/1981|
1661606|Upland|Populated Place|81344|P1|4000|064000071|06|CA|1|071|San Bernardino|34.09751|-117.6483876|01/19/1981|06/28/2016
1661607|Val Verde|Populated Place|81967|U5|||06|CA|1|037|Los Angeles|34.4449952|-118.657589|01/19/1981|02/07/2017
1661608|Valencia|Populated Place|81596|U4|4014|064014037|06|CA|1|037|Los Angeles|34.4436063|-118.6095321|01/19/1981|
1661609|Valerie|Populated Place|81624|U6|||06|CA|1|065|Riverside|33.5689152|-116.1802834|01/19/1981|12/22/2016
1661610|Valinda|Populated Place|81638|U5|4013|064013037|06|CA|1|037|Los Angeles|34.0452883|-117.9436749|01/19/1981|03/21/2008
1661611|Valla|Populated Place|81648|U6|||06|CA|1|037|Los Angeles|33.9580689|-118.0595111|01/19/1981|10/06/2015
1661612|Vallejo|Populated Place|81666|P1|4020|064020095|06|CA|1|095|Solano|38.1040864|-122.2566367|01/19/1981|03/21/2008
1661613|Valleton|Populated Place|81687|U6|||06|CA|1|053|Monterey|35.8894095|-120.7057261|01/19/1981|06/06/2017
1661614|Valley of Enchantment|Populated Place|81820|U6|||06|CA|1|071|San Bernardino|34.246673|-117.3047667|01/19/1981|
1661615|Valley Acres|Populated Place|81722|U5|||06|CA|1|029|Kern|35.2060764|-119.406783|01/19/1981|01/10/2017
1661616|Valley Center|Populated Place|81736|U5|4015|064015073|06|CA|1|073|San Diego|33.2183701|-117.0341967|01/19/1981|10/06/2015
1661619|Valley View Park|Populated Place|81904|U6|||06|CA|1|071|San Bernardino|34.2350067|-117.3081|01/19/1981|01/03/2017
1661620|Valley Wells|Populated Place|81932|U5|||06|CA|1|027|Inyo|35.8282862|-117.331723|01/19/1981|01/29/2011
1661621|Valley Wells Station|Populated Place|81940|U6|||06|CA|1|071|San Bernardino|35.4347036|-115.7022247|01/19/1981|01/03/2017
1661622|Valyermo|Populated Place|82002|U6|4024|064024037|06|CA|1|037|Los Angeles|34.4461079|-117.8522857|01/19/1981|02/07/2017
1661623|Van Ness|Populated Place|82122|U6|||06|CA|1|037|Los Angeles|33.9825136|-118.3195195|01/19/1981|
1661625|Vanderbilt|Populated Place|82093|U6|||06|CA|1|071|San Bernardino|35.3305443|-115.2510971|01/19/1981|01/03/2017
1661626|Vanguard|Populated Place|82114|U6|||06|CA|1|019|Fresno|36.25523|-119.9590257|01/19/1981|
1661626|Vanguard|Populated Place|82114|U6|||06|CA|2|031|Kings|36.25523|-119.9590257|01/19/1981|
1661630|Vega|Populated Place|82184|U4|||06|CA|1|037|Los Angeles|34.1919496|-118.3509121|01/19/1981|
1661631|Venice|Populated Place|82198|U4|||06|CA|1|037|Los Angeles|33.9908445|-118.4600787|01/19/1981|
1661632|Verdant|Populated Place|82310|U6|||06|CA|1|025|Imperial|33.1175411|-115.5588781|01/19/1981|01/03/2017
1661633|Verde|Populated Place|82317|U6|||06|CA|1|079|San Luis Obispo|35.1716422|-120.5579455|01/19/1981|
1661634|Verdemont|Populated Place|82324|U6|||06|CA|1|071|San Bernardino|34.1930639|-117.3675463|01/19/1981|
1661635|Verdugo City|Populated Place|82352|U4|||06|CA|1|037|Los Angeles|34.2113936|-118.2395194|01/19/1981|
1661636|Vernon|Populated Place|82422|P1|4030|064030037|06|CA|1|037|Los Angeles|34.003903|-118.230073|01/19/1981|03/21/2008
1661637|Vidal|Populated Place|82618|U6|4041|064041071|06|CA|1|071|San Bernardino|34.1189042|-114.5102364|01/19/1981|01/03/2017
1661638|Vidal Junction|Populated Place|82646|U6|||06|CA|1|071|San Bernardino|34.1886253|-114.5741282|01/19/1981|01/03/2017
1661639|View Park|Populated Place|82660|U3|4043|064043037|06|CA|1|037|Los Angeles|33.9989018|-118.3425759|01/19/1981|
1661640|Villa Park|Populated Place|82744|P1|4045|064045059|06|CA|1|059|Orange|33.8144608|-117.8131112|01/19/1981|10/06/2015
1661642|Vincent|Populated Place|82814|U6|||06|CA|1|037|Los Angeles|34.5005487|-118.1164615|01/19/1981|02/09/2017
1661643|Vinland|Populated Place|82856|U6|||06|CA|1|029|Kern|35.7149542|-119.2348307|01/19/1981|01/12/2017
1661644|Virginia Colony|Populated Place|82926|U6|||06|CA|1|111|Ventura|34.2877801|-118.8584293|01/19/1981|02/09/2017
1661645|Vista|Populated Place|82996|P1|4060|064060073|06|CA|1|073|San Diego|33.2000368|-117.2425355|01/19/1981|10/06/2015
1661646|Vista del Mar|Populated Place|83010|U4|||06|CA|1|037|Los Angeles|33.8189059|-118.1986804|01/19/1981|
1661647|Wadstrom|Populated Place|83150|U6|||06|CA|1|111|Ventura|34.3161112|-119.2915012|01/19/1981|
1661648|Waldorf|Populated Place|83220|U6|||06|CA|1|083|Santa Barbara|34.9110896|-120.5551688|01/19/1981|06/23/2015
1661649|Wallace Center|Populated Place|83308|U6|||06|CA|1|029|Kern|35.1696886|-119.4656745|01/19/1981|01/10/2017
1661650|Walnut Park|Populated Place|83402|U5|4078|064078037|06|CA|1|037|Los Angeles|33.9680703|-118.2250723|01/19/1981|03/21/2008
1661651|Warner|Populated Place|83468|U6|||06|CA|1|071|San Bernardino|34.0608467|-117.1464255|01/19/1981|
1661652|Wasco|Populated Place|83542|P1|4080|064080029|06|CA|1|029|Kern|35.5941238|-119.3409457|01/19/1981|12/13/2015
1661655|Watson Junction|Populated Place|83660|U6|||06|CA|1|037|Los Angeles|33.7994622|-118.2539601|01/19/1981|
1661656|Watts|Populated Place|83696|U4|||06|CA|1|037|Los Angeles|33.940571|-118.2428503|01/19/1981|
1661658|Weedpatch|Populated Place|83863|U5|||06|CA|1|029|Kern|35.2380173|-118.9151002|01/19/1981|12/13/2015
1661659|Weisel|Populated Place|83892|U6|||06|CA|1|065|Riverside|33.8100171|-117.4997688|01/19/1981|01/03/2017
1661660|Welby|Populated Place|83920|U6|||06|CA|1|053|Monterey|36.1885769|-121.0696366|01/19/1981|
1661661|Weldons|Populated Place|83962|U6|||06|CA|1|111|Ventura|34.3449986|-119.2970572|01/19/1981|
1661662|Wellington Heights|Populated Place|83970|U6|||06|CA|1|037|Los Angeles|34.0361233|-118.1856273|01/19/1981|
1661663|West Anaheim|Populated Place|84074|U4|||06|CA|1|059|Orange|33.8322375|-117.9425601|01/19/1981|
1661664|West Arcadia|Populated Place|84102|U4|||06|CA|1|037|Los Angeles|34.1261187|-118.05479|01/19/1981|
1661665|West Colton|Populated Place|84172|U6|||06|CA|1|071|San Bernardino|34.0669571|-117.3528226|01/19/1981|
1661666|West Highlands|Populated Place|84390|U6|||06|CA|1|071|San Bernardino|34.1394549|-117.2314301|01/19/1981|
1661667|West March|Populated Place|84530|U6|||06|CA|1|065|Riverside|33.9033506|-117.2778181|01/19/1981|
1661671|West Saticoy|Populated Place|84858|U4|3530|063530111|06|CA|1|111|Ventura|34.2852803|-119.160385|01/19/1981|
1661672|West Whittier|Populated Place|84914|U3|4177|064177037|06|CA|1|037|Los Angeles|33.9886238|-118.0570117|01/19/1981|
1661673|Westend|Populated Place|84214|U6|4122|064122071|06|CA|1|071|San Bernardino|35.7069001|-117.3922787|01/19/1981|
1661676|Westwood|Populated Place|84935|U6|||06|CA|1|037|Los Angeles|34.0561207|-118.4306347|01/19/1981|10/20/2015
1661677|Westwood Village|Populated Place|84984|U4|||06|CA|1|037|Los Angeles|34.0594537|-118.4442462|01/19/1981|
1661678|Whispering Pines|Populated Place|85070|U6|||06|CA|1|073|San Diego|33.0861549|-116.5858522|01/19/1981|02/09/2017
1661680|White Heather|Populated Place|85090|U6|||06|CA|1|037|Los Angeles|34.5202696|-118.3067453|01/19/1981|02/09/2017
1661683|White River|Populated Place|85180|U6|||06|CA|1|107|Tulare|35.8110632|-118.8428706|01/19/1981|
1661684|White River Summer Home Tract|Populated Place|85187|U6|||06|CA|1|107|Tulare|35.8493949|-118.6270324|01/19/1981|
1661687|Wible Orchard|Populated Place|85348|U6|||06|CA|1|029|Kern|35.3177379|-119.0212133|01/19/1981|12/13/2015
1661691|Wildomar|Populated Place|85446|P1|4197|064197065|06|CA|1|065|Riverside|33.5989126|-117.2800372|01/19/1981|09/09/2008
1661693|Willis Palms|Populated Place|85593|U6|||06|CA|1|065|Riverside|33.8272399|-116.3294539|01/19/1981|
1661694|Willow Brook|Populated Place|||4219|064219037|06|CA|1|037|Los Angeles|33.9161268|-118.2314608|01/19/1981|
1661696|Willow Springs|Populated Place|85698|U6|||06|CA|1|029|Kern|34.87831|-118.2967447|01/19/1981|
1661697|Wilmington|Populated Place|85782|U4|||06|CA|1|037|Los Angeles|33.780018|-118.2625711|01/19/1981|
1661698|Windsor Hills|Populated Place|85936|U3|4235|064235037|06|CA|1|037|Los Angeles|33.9889018|-118.3539649|01/19/1981|
1661700|Wingfoot|Populated Place|85950|U4|||06|CA|1|037|Los Angeles|33.9891813|-118.2525735|01/19/1981|
1661701|Winnetka|Populated Place|85964|U4|||06|CA|1|037|Los Angeles|34.2133375|-118.5720309|01/19/1981|
1661702|Winterhaven|Populated Place|86020|U5|4242|064242025|06|CA|1|025|Imperial|32.739491|-114.6346751|01/19/1981|01/03/2017
1661703|Wintersburg|Populated Place|86048|U4|||06|CA|1|059|Orange|33.7158508|-117.9978376|01/19/1981|
1661704|Winterwarm|Populated Place|86062|U6|||06|CA|1|073|San Diego|33.3408654|-117.2222568|01/19/1981|
1661706|Wofford Heights|Populated Place|86174|U5|4243|064243029|06|CA|1|029|Kern|35.7068961|-118.4561967|01/19/1981|12/13/2015
1661707|Woodford|Populated Place|86258|U6|||06|CA|1|029|Kern|35.2127399|-118.5525891|01/19/1981|12/19/2016
1661708|Woodland Hills|Populated Place|86356|U4|||06|CA|1|037|Los Angeles|34.1683386|-118.6059197|01/19/1981|
1661709|Woodlands|Populated Place|86377|U6|||06|CA|1|071|San Bernardino|34.2450079|-116.8014167|01/19/1981|01/03/2017
1661710|Woodville|Populated Place|86482|U5|4261|064261107|06|CA|1|107|Tulare|36.0935637|-119.1989975|01/19/1981|03/21/2008
1661712|Wunpost|Populated Place|86608|U6|||06|CA|1|053|Monterey|35.9310767|-120.8632355|01/19/1981|06/06/2017
1661715|Yettem|Populated Place|86734|U5|4269|064269107|06|CA|1|107|Tulare|36.486339|-119.2595581|01/19/1981|01/03/2017
1661717|Yucca Grove|Populated Place|87046|U6|||06|CA|1|071|San Bernardino|35.4024812|-115.7922272|01/19/1981|01/03/2017
1661718|Yucca Inn|Populated Place|87050|U6|||06|CA|1|071|San Bernardino|34.4097208|-117.5894979|01/19/1981|
1661815|Johnson Park|Populated Place|37442|U6|||06|CA|1|089|Shasta|40.9176599|-121.6272082|02/01/1995|
1662272|Central Valley (historical)|Populated Place|12468|U4|||06|CA|1|089|Shasta|40.6804279|-122.3711197|01/19/1981|
1662274|Project City (historical)|Populated Place|58828|U6|||06|CA|1|089|Shasta|40.6798725|-122.3519523|01/19/1981|
1662277|Summit City (historical)|Populated Place|75784|U6|||06|CA|1|089|Shasta|40.6859832|-122.4016766|01/19/1981|
1662287|Shasta Lake|Populated Place|71225|P1|3604|063604089|06|CA|1|089|Shasta|40.6804279|-122.3708419|03/01/1995|03/21/2008
1662302|Kings Beach|Populated Place|38548|U5|1758|061758061|06|CA|1|061|Placer|39.2376846|-120.0265798|01/19/1981|03/21/2008
1662304|Lake Forest|Populated Place|39500|U6|1794|061794061|06|CA|1|061|Placer|39.1843513|-120.114636|01/19/1981|
1662317|Tahoe Vista|Populated Place|77700|U5|3827|063827061|06|CA|1|061|Placer|39.2399068|-120.0510249|01/19/1981|06/14/2017
1662320|Los Berros|Populated Place|44042|U5|||06|CA|1|079|San Luis Obispo|35.0788653|-120.542668|06/14/2000|01/29/2011
1662328|Los Angeles|Populated Place|44000|P1|1980|061980037|06|CA|1|037|Los Angeles|34.0522342|-118.2436849|06/14/2000|03/21/2008
1662338|Santa Clarita|Populated Place|69088|P1|3445|063445037|06|CA|1|037|Los Angeles|34.3916641|-118.542586|05/01/1989|03/21/2008
1662343|Huntington Harbour|Populated Place|36028|U4|||06|CA|1|059|Orange|33.7211289|-118.0642292|08/01/1990|
1662346|Westlake Village|Populated Place|84452|P1|4126|064126037|06|CA|1|037|Los Angeles|34.1458389|-118.8056474|01/01/1991|05/13/2009
1662346|Westlake Village|Populated Place|84452|P1|4126|064126111|06|CA|2|111|Ventura|34.1458389|-118.8056474|01/01/1991|05/13/2009
1662414|Lake Almanor West|Populated Place|39425|U5|||06|CA|1|063|Plumas|40.2362738|-121.204408|12/01/1991|03/21/2008
1664804|Pasadena|Populated Place|56000|P1|2700|062700037|06|CA|1|037|Los Angeles|34.1477849|-118.1445155|01/19/1981|03/21/2008
1664812|Childs Meadows|Populated Place|13098|U6|||06|CA|1|103|Tehama|40.3601593|-121.4919219|01/19/1981|01/30/2019
1664832|Wilkerson Tract|Locale|85551|U3|||06|CA|1|027|Inyo|37.2757625|-118.3864965|09/01/1992|03/21/2008
1665262|Pecwan|Populated Place|56336|U6|||06|CA|1|023|Humboldt|41.3440122|-123.853956|06/01/1995|
1665332|Coffee|Populated Place|14400|U6|||06|CA|1|105|Trinity|41.1029226|-122.7780811|06/01/1995|
1665333|Coffee Creek|Populated Place|14406|U5|||06|CA|1|105|Trinity|41.0890347|-122.708912|06/01/1995|01/18/2011
1665446|Trinity Center|Populated Place|80476|U5|3895|063895105|06|CA|1|105|Trinity|40.9832011|-122.6997441|06/01/1995|01/29/2011
1665550|Table Bluff Reservation|Civil|4095R|D2|||06|CA|1|023|Humboldt|40.6906502|-124.2521799|06/01/1995|02/01/2019
1665672|Three Rocks|Populated Place|78652|U5|3871|063871019|06|CA|1|019|Fresno|36.5024507|-120.391548|06/01/1995|01/29/2011
1665958|Hannchen|Populated Place|32002|U6|||06|CA|1|049|Modoc|41.840158|-121.4044344|06/01/1995|09/25/2017
1665975|Staley|Populated Place|73864|U6|||06|CA|1|049|Modoc|41.8882131|-121.3808229|06/01/1995|09/25/2017
1666031|Dyer|Populated Place|20340|U6|||06|CA|1|059|Orange|33.7100188|-117.8545003|06/01/1995|
1666042|Moody|Populated Place|49054|U4|||06|CA|1|059|Orange|33.8380709|-118.0458971|06/01/1995|01/19/2017
1666052|Shirley|Populated Place|71610|U6|||06|CA|1|059|Orange|33.8244597|-118.0239515|06/01/1995|
1666154|Italian Swiss Colony|Populated Place|36896|U6|||06|CA|1|039|Madera|36.9310577|-120.1065523|06/01/1995|
1666180|Greenville Rancheria|Civil|1380R|D2|||06|CA|1|063|Plumas|40.1487839|-120.893399|06/01/1995|02/01/2019
1666181|Hamilton Branch|Populated Place|31883|U5|||06|CA|1|063|Plumas|40.274887|-121.0913504|06/01/1995|08/25/2017
1666224|Patton Village|Populated Place|56140|U5|||06|CA|1|035|Lassen|40.141014|-120.1549302|06/01/1995|01/29/2011
1666249|Arcade|Populated Place|02448|U3|||06|CA|1|067|Sacramento|38.610452|-121.383092|06/01/1995|03/21/2008
1666478|Reynolds (historical)|Populated Place|60396|U6|||06|CA|1|045|Mendocino|39.9443154|-123.7794684|06/01/1995|
1666523|Rock Crest|Populated Place|62294|U6|||06|CA|1|063|Plumas|39.9268297|-121.3166326|06/01/1995|
1666558|Overlook|Populated Place|54582|U6|||06|CA|1|073|San Diego|32.7714385|-117.1992016|06/01/1995|
1666666|Witter Springs (historical)|Populated Place|86160|U6|||06|CA|1|033|Lake|39.1910012|-122.9936099|06/01/1995|
1666671|Feather River Inn|Populated Place|23728|U6|||06|CA|1|063|Plumas|39.7904537|-120.6296638|06/01/1995|
1666719|Basin|Populated Place|04156|U6|||06|CA|1|071|San Bernardino|35.043039|-116.2950193|06/01/1995|07/27/2016
1666854|Lake Los Angeles|Populated Place|39612|U5|1802|061802037|06|CA|1|037|Los Angeles|34.6124905|-117.8281193|06/01/1995|03/21/2008
1666886|Fort Irwin|Populated Place|25114|U5|||06|CA|1|071|San Bernardino|35.2627527|-116.6847524|06/01/1995|09/18/2018
1666984|Pearsonville|Populated Place|56294|U5|||06|CA|1|027|Inyo|35.8096726|-117.8731269|06/01/1995|03/21/2008
1667018|Halloran Springs|Populated Place|31736|U6|||06|CA|1|071|San Bernardino|35.372481|-115.8905631|06/01/1995|
1667125|Glen Martin|Populated Place|30084|U6|||06|CA|1|071|San Bernardino|34.1458435|-116.9855877|06/01/1995|10/15/2018
1667143|Palm Wells|Populated Place|55268|U6|||06|CA|1|071|San Bernardino|34.0777873|-116.5394584|06/01/1995|12/13/2016
1667206|Alta Vista|Populated Place|01404|U3|||06|CA|1|027|Inyo|37.4127086|-118.5426178|06/01/1995|03/21/2008
1667268|Aspendell|Populated Place|03022|U6|||06|CA|1|027|Inyo|37.237988|-118.5984458|06/01/1995|
1667293|Bonny Doon|Populated Place|07470|U5|||06|CA|1|087|Santa Cruz|37.0416156|-122.1505224|06/14/2000|09/17/2018
1667416|Big Sandy Rancheria|Civil|0265R|D1|||06|CA|1|019|Fresno|37.0853357|-119.4655311|06/01/1995|02/01/2019
1667610|Ponderosa|Populated Place|58134|U5|||06|CA|1|107|Tulare|36.1055013|-118.5281434|06/01/1995|01/18/2011
1667620|Sugarloaf Saw Mill|Populated Place|75592|U5|||06|CA|1|107|Tulare|35.8355062|-118.6189769|06/01/1995|01/18/2011
1667621|Sugarloaf Village|Populated Place|75596|U5|||06|CA|1|107|Tulare|35.8257842|-118.6342547|06/01/1995|01/18/2011
1667692|Aspen Springs|Populated Place|03026|U5|||06|CA|1|051|Mono|37.5546544|-118.7131817|06/01/1995|01/18/2011
1667693|Chalfant Valley|Populated Place|12598|U3|||06|CA|1|051|Mono|37.5293738|-118.3634454|06/01/1995|09/19/2018
1667705|Old Mammoth|Populated Place|53560|U4|||06|CA|1|051|Mono|37.6260469|-118.9831886|06/01/1995|08/10/2016
