TWAY_ID,TWAY_ID2,COUNTY,LATITUDE,LONGITUD,DATE,DAY_WEEK,HOUR,LGT_COND,WEATHER,WRK_ZONE,FATALS,PEDS,MAN_COLL,FUNC_SYS,TYP_INT
SR-51,NO SECOND STREET,SAN MATEO,32.61823889,-85.37138333,2015-01-13,TUESDAY,17,NIGHT,CLEAR,0,1,0,ANGLED,ARTERY,NOT AN INTERSECTION
CR-40,NO SECOND STREET,ALAMEDA,32.52434444,-86.67211944,2015-01-16,FRIDAY,19,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
SR-14,NO SECOND STREET,ALAMEDA,32.43066389,-86.51791667,2015-01-10,SATURDAY,0,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-147,NO SECOND STREET,SAN MATEO,32.61580556,-85.50796111,2015-02-11,WEDNESDAY,11,DAY,CLEAR,0,1,0,HEAD ON,ARTERY,NOT AN INTERSECTION
US-SR 1,NO SECOND STREET,SAN MATEO,32.679275,-85.37018056,2015-02-23,MONDAY,18,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-SR 51,GATEWAY DR,SAN MATEO,32.61657222,-85.37138889,2015-03-08,SUNDAY,19,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,T
CR-81,NO SECOND STREET,ALAMEDA,32.50412778,-86.57332778,2015-03-10,TUESDAY,11,DAY,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
FOSTER ST,CLARK AVE,SAN MATEO,32.61595,-85.49899167,2015-04-10,FRIDAY,3,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,T
CR-188,HWY 280,SAN MATEO,32.72789444,-85.58121667,2015-04-30,THURSDAY,9,DAY,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
SR-3,NO SECOND STREET,ALAMEDA,32.53463333,-86.45578056,2015-05-04,MONDAY,15,DAY,CLEAR,0,2,0,HEAD ON,ARTERY,NOT AN INTERSECTION
CR-158,NO SECOND STREET,SAN MATEO,32.66621944,-85.18344167,2015-05-24,SUNDAY,14,DAY,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
CR-36,NO SECOND STREET,SAN FRANCISCO,33.84221944,-88.00811389,2015-06-25,THURSDAY,7,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-NORMAN RD,NO SECOND STREET,MARIN,31.87865278,-86.30703611,2015-06-27,SATURDAY,13,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SR-17,NO SECOND STREET,SAN FRANCISCO,33.66596944,-88.0875,2015-07-20,MONDAY,11,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-5,NO SECOND STREET,ALAMEDA,32.59590556,-86.82156667,2015-06-12,FRIDAY,7,NIGHT,RAIN,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
CR-STARHOPE CHURCH RD,NO SECOND STREET,MARIN,31.73813889,-86.22196667,2015-07-14,TUESDAY,19,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-SR 8,NO SECOND STREET,SANTA CLARA,32.26674444,-86.61148611,2015-08-12,WEDNESDAY,17,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-SR 431,NO SECOND STREET,SAN MATEO,32.54768333,-85.10202222,2015-08-13,THURSDAY,9,DAY,CLEAR,0,1,0,ANGLED,ARTERY,NOT AN INTERSECTION
I-65,NO SECOND STREET,ALAMEDA,32.65071111,-86.49687778,2015-08-26,WEDNESDAY,13,DAY,CLEAR,1,1,1,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
CR-179,US 280,SAN MATEO,32.58477778,-85.17453056,2015-08-18,TUESDAY,7,DAY,CLEAR,0,1,0,ANGLED,COLLECTOR,FOUR WAY
CR-37,NO SECOND STREET,SANTA CLARA,32.12258056,-86.49825278,2015-09-01,TUESDAY,22,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
CR-LEE RD 166,NO SECOND STREET,SAN MATEO,32.526925,-85.33935,2015-09-01,TUESDAY,19,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
US-SR 3,NO SECOND STREET,ALAMEDA,32.60963611,-86.47225833,2015-09-26,SATURDAY,19,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-SR 9,NO SECOND STREET,MARIN,31.69662222,-86.26620833,2015-09-26,SATURDAY,20,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-96,NO SECOND STREET,SAN FRANCISCO,33.62220556,-87.94891944,2015-10-18,SUNDAY,1,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
I-85,NO SECOND STREET,SAN MATEO,32.71009722,-85.30756389,2015-12-06,SUNDAY,19,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
CR-240,NO SECOND STREET,SAN MATEO,32.51385278,-85.20238889,2015-10-14,WEDNESDAY,18,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-HATLEY DETROIT RD,SAWMILL RD,SAN FRANCISCO,34.02341111,-88.20706944,2015-12-11,FRIDAY,15,DAY,CLEAR,0,1,0,HEAD ON,COLLECTOR,T
US-180,CR-2315 APACHE,ALAMEDA,34.00169444,-109.18832778,2015-01-06,TUESDAY,10,DAY,CLEAR,0,1,0,HEAD ON,ARTERY,T
CR-4000,NO SECOND STREET,ALAMEDA,34.11168333,-109.04953056,2015-03-03,TUESDAY,11,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SCHOOL BUS RD,NO SECOND STREET,ALAMEDA,34.09679444,-109.32019167,2015-03-06,FRIDAY,1,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
I-40,NO SECOND STREET,ALAMEDA,35.06823056,-109.76172222,2015-03-17,TUESDAY,1,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,36.23214444,-109.59984722,2015-03-28,SATURDAY,4,NIGHT,UNREPORTED,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,36.26571111,-109.60103889,2015-03-14,SATURDAY,5,NIGHT,CLEAR,0,1,0,HEAD ON,COLLECTOR,NOT AN INTERSECTION
SR-61,NO SECOND STREET,ALAMEDA,34.31199722,-109.76990833,2015-05-23,SATURDAY,6,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
SR-264,NO SECOND STREET,ALAMEDA,35.65754167,-109.13866944,2015-05-01,FRIDAY,14,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-160,NO SECOND STREET,ALAMEDA,36.94005278,-109.64171389,2015-05-14,THURSDAY,4,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-3140,NO SECOND STREET,ALAMEDA,34.20054167,-109.72441389,2015-06-27,SATURDAY,12,DAY,UNREPORTED,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,36.22220556,-109.60250833,2015-06-24,WEDNESDAY,5,NIGHT,UNREPORTED,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
SR-264,NO SECOND STREET,ALAMEDA,35.69533611,-109.27210833,2015-07-03,FRIDAY,12,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,36.7979,-109.64925278,2015-07-16,THURSDAY,5,UNREPORTED,UNREPORTED,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
BIA 9304,NO SECOND STREET,ALAMEDA,35.68081111,-109.35604444,2015-07-26,SUNDAY,20,NIGHT,UNREPORTED,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
BIA 13,NO SECOND STREET,ALAMEDA,36.42489444,-109.1998,2015-07-30,THURSDAY,18,DAY,RAIN,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-191,BIA 8083,ALAMEDA,36.32536111,-109.61895278,2015-08-21,FRIDAY,18,DAY,CLEAR,0,1,0,REAR END,COLLECTOR,T
SR-264,NO SECOND STREET,ALAMEDA,35.68562778,-109.23845556,2015-08-13,THURSDAY,14,DAY,CLEAR,0,5,0,HEAD ON,ARTERY,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,35.48035278,-109.52936111,2015-08-23,SUNDAY,5,DAY,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
US-60,NO SECOND STREET,ALAMEDA,34.25391944,-109.54337222,2015-09-05,SATURDAY,7,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,36.73248611,-109.63265,2015-09-04,FRIDAY,20,NIGHT,UNREPORTED,0,1,1,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,36.17509722,-109.58848889,2015-05-14,THURSDAY,23,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,36.66825833,-109.59835556,2015-10-30,FRIDAY,7,DAY,RAIN,0,1,1,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,35.32421667,-109.433925,2015-10-31,SATURDAY,11,DAY,CLEAR,0,1,0,HEAD ON,COLLECTOR,NOT AN INTERSECTION
US-160,NO SECOND STREET,ALAMEDA,36.94164444,-109.65085278,2015-11-06,FRIDAY,16,NIGHT,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,36.4065,-109.60818889,2015-06-30,TUESDAY,0,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
FS 275-STONE CREEK RD,NO SECOND STREET,ALAMEDA,33.99546111,-109.12428611,2015-11-13,FRIDAY,2,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,35.541575,-109.52996111,2015-11-12,THURSDAY,99,UNREPORTED,UNREPORTED,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
I-40,NO SECOND STREET,ALAMEDA,35.09975556,-109.63806667,2015-12-30,WEDNESDAY,0,NIGHT,CLEAR,0,2,0,REAR END,INTERSTATE,NOT AN INTERSECTION
I-40,NO SECOND STREET,ALAMEDA,35.292325,-109.1491,2015-12-22,TUESDAY,15,DAY,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,35.40672778,-109.50833333,2015-12-04,FRIDAY,18,NIGHT,UNREPORTED,0,1,1,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
UNAMED DIRT RD,NO SECOND STREET,ALAMEDA,36.3998,-109.74735278,2015-06-23,TUESDAY,12,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
BIA 12,NO SECOND STREET,ALAMEDA,36.32109444,-109.22598333,2015-07-13,MONDAY,12,DAY,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
US-191,NO SECOND STREET,ALAMEDA,36.69681389,-109.61393611,2015-03-06,FRIDAY,20,NIGHT,UNREPORTED,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
SR-89-01,SR-236,SANTA CLARA,34.86552222,-91.98360278,2015-01-22,THURSDAY,13,DAY,CLEAR,0,1,0,ANGLED,ARTERY,FOUR WAY
US-63-03,NO SECOND STREET,SAN FRANCISCO,36.18794722,-91.16293056,2015-02-12,THURSDAY,15,DAY,CLEAR,0,2,0,HEAD ON,ARTERY,NOT AN INTERSECTION
I-40-41,NO SECOND STREET,SANTA CLARA,34.80317222,-91.96797778,2015-02-13,FRIDAY,23,NIGHT,CLEAR,0,3,0,REAR END,INTERSTATE,NOT AN INTERSECTION
SR-1-01,NO SECOND STREET,MARIN,33.722825,-91.30174444,2015-02-21,SATURDAY,7,DAY,RAIN,0,1,0,HEAD ON,COLLECTOR,NOT AN INTERSECTION
SR-5-12,NO SECOND STREET,SANTA CLARA,35.040325,-92.07944167,2015-03-22,SUNDAY,10,DAY,RAIN,0,1,0,HEAD ON,ARTERY,NOT AN INTERSECTION
SR-41-02,NO SECOND STREET,SAN MATEO,33.90920278,-94.3953,2015-03-23,MONDAY,2,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-278-16,NO SECOND STREET,MARIN,33.62913611,-91.42110278,2015-04-21,TUESDAY,9,DAY,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
CR- 70,NO SECOND STREET,SAN MATEO,33.58160833,-94.02648611,2015-05-20,WEDNESDAY,21,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-67-11,NO SECOND STREET,SANTA CLARA,34.94716111,-92.0659,2015-06-12,FRIDAY,2,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-165-08,NO SECOND STREET,SANTA CLARA,34.61148333,-92.01759444,2015-06-13,SATURDAY,17,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-41-02,NO SECOND STREET,SAN MATEO,33.75469167,-94.39131389,2015-07-16,THURSDAY,11,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR- 91-01,NO SECOND STREET,SAN FRANCISCO,35.972575,-90.94195278,2015-07-17,FRIDAY,6,DAY,CLEAR,0,1,0,HEAD ON,COLLECTOR,NOT AN INTERSECTION
CR- DOGWOOD LANE,NO SECOND STREET,SANTA CLARA,34.97381944,-91.9639,2015-03-11,WEDNESDAY,3,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
CR- MCADAMS ROAD,NO SECOND STREET,ALAMEDA,34.30501111,-91.33299444,2015-08-05,WEDNESDAY,19,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SR-367-14,NO SECOND STREET,SANTA CLARA,34.95475,-92.04744722,2015-08-17,MONDAY,23,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CS- EAST GEORGIA STREET,CS- SOUTH EASST 2ND STREET,SAN FRANCISCO,36.06109444,-90.96318056,2015-08-26,WEDNESDAY,13,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,FOUR WAY
I-40-41,NO SECOND STREET,SANTA CLARA,34.8037,-91.914275,2015-08-28,FRIDAY,20,NIGHT,CLEAR,0,2,0,HEAD ON,INTERSTATE,NOT AN INTERSECTION
SR-1-01,NO SECOND STREET,MARIN,33.75481111,-91.27544722,2015-10-04,SUNDAY,1,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
US-412-07,US-67,SAN FRANCISCO,36.07008611,-90.92967222,2015-11-10,TUESDAY,17,NIGHT,CLEAR,0,1,0,ANGLED,ARTERY,FOUR WAY
SR-32-02,NO SECOND STREET,SAN MATEO,33.65372778,-94.12464444,2015-11-21,SATURDAY,18,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
SR-89-01,NO SECOND STREET,SANTA CLARA,34.90510556,-92.00023056,2015-11-25,WEDNESDAY,19,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-161-05,NO SECOND STREET,SANTA CLARA,34.63778889,-92.10716667,2015-12-02,WEDNESDAY,12,DAY,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
CR-975 BUFFALO RD,NO SECOND STREET,SANTA CLARA,34.54388889,-91.84886389,2015-12-18,FRIDAY,3,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SR-5,NO SECOND STREET,SANTA CLARA,35.06469722,-92.08618333,2015-11-19,THURSDAY,11,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-101,NO SECOND STREET,SANTA CLARA,37.37025278,-121.91142222,2015-01-04,SUNDAY,11,DAY,CLEAR,0,1,0,SAME SIDESWIPE,ARTERY,NOT AN INTERSECTION
I-680,NO SECOND STREET,ALAMEDA,37.50049722,-121.92908889,2015-01-05,MONDAY,16,NIGHT,CLEAR,0,1,0,REAR END,INTERSTATE,NOT AN INTERSECTION
I-580,NO SECOND STREET,ALAMEDA,37.73498056,-122.13976667,2015-01-01,THURSDAY,3,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
SR-84,OLD VALLECITOS ROAD,ALAMEDA,37.63741111,-121.79876389,2015-01-04,SUNDAY,18,NIGHT,CLEAR,0,2,0,ANGLED,ARTERY,T
MCALLISTER STREET,VAN NESS AVENUE,SAN FRANCISCO,37.78006389,-122.42017222,2015-01-10,SATURDAY,17,NIGHT,CLEAR,0,1,1,ANGLED,ARTERY,FOUR WAY
SR-35,NO SECOND STREET,SAN MATEO,37.64726667,-122.47193333,2015-01-07,WEDNESDAY,3,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
I-580 RAMP,EDEN CANYON RD,ALAMEDA,37.70076667,-122.02098611,2015-01-08,THURSDAY,13,DAY,CLEAR,0,1,0,ANGLED,INTERSTATE,FOUR WAY
MONTEREY RD,NO SECOND STREET,SANTA CLARA,37.31192222,-121.86962778,2015-01-08,THURSDAY,18,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
UNIVERSITY AVE,MCGEE AVE,ALAMEDA,37.87101111,-122.27750833,2015-01-13,TUESDAY,18,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
I-280,NO SECOND STREET,SANTA CLARA,37.32706944,-122.00808889,2015-01-11,SUNDAY,99,NIGHT,FOG,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
ABORN RD,WHITE RD,SANTA CLARA,37.31406111,-121.79163333,2015-01-18,SUNDAY,5,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,COLLECTOR,FOUR WAY
SHANNON RD,SHORT RD,SANTA CLARA,37.23058889,-121.95029167,2015-01-22,THURSDAY,1,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,Y
I-580,NO SECOND STREET,ALAMEDA,37.6997,-122.1083,2015-01-23,FRIDAY,4,NIGHT,CLEAR,0,2,3,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
ALMADEN EXPRESSWAY,VIA MONTE DRIVE,SANTA CLARA,37.24588333,-121.87489444,2015-01-23,FRIDAY,18,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
US-101,NO SECOND STREET,SANTA CLARA,37.17183889,-121.67189167,2015-01-17,SATURDAY,14,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-84,NO SECOND STREET,SAN MATEO,37.32935,-122.36583611,2015-01-25,SUNDAY,14,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
YERBA BUENA RD,NO SECOND STREET,SANTA CLARA,37.29789722,-121.79673611,2015-01-26,MONDAY,12,DAY,CLEAR,0,1,1,SAME SIDESWIPE,ARTERY,NOT AN INTERSECTION
US-101,NO SECOND STREET,SANTA CLARA,37.34244167,-121.85505,2015-02-01,SUNDAY,1,NIGHT,CLEAR,0,3,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-85,NO SECOND STREET,SANTA CLARA,37.36191111,-122.06286944,2015-01-25,SUNDAY,2,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-WATSONVILLE ROAD,NO SECOND STREET,SANTA CLARA,37.03301667,-121.65748889,2015-02-07,SATURDAY,17,NIGHT,RAIN,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
SR-17,NO SECOND STREET,SANTA CLARA,37.24819444,-121.96033056,2015-02-07,SATURDAY,23,NIGHT,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
MILPITAS BLVD,JACKLIN RD,SANTA CLARA,37.44468333,-121.90679722,2015-02-04,WEDNESDAY,3,NIGHT,CLEAR,0,1,0,ANGLED,ARTERY,FOUR WAY
I-880,NO SECOND STREET,ALAMEDA,37.54145833,-122.01912222,2015-02-06,FRIDAY,0,NIGHT,CLEAR,0,1,0,HEAD ON,INTERSTATE,NOT AN INTERSECTION
US-101,NO SECOND STREET,SANTA CLARA,37.05371111,-121.58201944,2015-02-06,FRIDAY,8,DAY,CLEAR,0,1,0,ANGLED,ARTERY,NOT AN INTERSECTION
CR-GRANT LINE RD,NO SECOND STREET,ALAMEDA,37.7405,-121.58581944,2015-02-06,FRIDAY,10,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-84,NO SECOND STREET,SAN MATEO,37.31468056,-122.29368056,2015-02-14,SATURDAY,14,DAY,CLEAR,0,1,0,HEAD ON,ARTERY,NOT AN INTERSECTION
CHARLESTON RD,INDEPENDENCE AVE,SANTA CLARA,37.42158056,-122.09679722,2015-02-16,MONDAY,9,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
RAVENSWOOD AVE,NO SECOND STREET,SAN MATEO,37.45373889,-122.18060278,2015-02-23,MONDAY,16,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
CANADA RD,OLIVE HILL LN,SAN MATEO,37.43947222,-122.26403333,2015-02-16,MONDAY,15,DAY,CLEAR,0,1,0,ANGLED,ARTERY,T
MISSION STREET,CITRUS AVE,SAN MATEO,37.69763333,-122.464425,2015-02-25,WEDNESDAY,5,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
OCALA AVE,LEEWARD DR,SANTA CLARA,37.33995833,-121.82152222,2015-02-28,SATURDAY,19,NIGHT,RAIN,0,1,0,ANGLED,ARTERY,T
I-580,NO SECOND STREET,ALAMEDA,37.73764722,-121.61073333,2015-03-05,THURSDAY,14,DAY,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
SR-84,NO SECOND STREET,ALAMEDA,37.59751111,-121.859025,2015-03-09,MONDAY,18,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
14TH ST,FOLSOM ST,SAN FRANCISCO,37.76853611,-122.41560833,2015-03-02,MONDAY,12,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
GEARY BLVD,26TH AVENUE,SAN FRANCISCO,37.77998889,-122.48576667,2015-03-11,WEDNESDAY,10,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
I-280,NO SECOND STREET,SANTA CLARA,37.33419444,-122.07058889,2015-03-11,WEDNESDAY,1,NIGHT,RAIN,0,1,1,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
INDUSTRIAL BLVD,NO SECOND STREET,ALAMEDA,37.61691667,-122.09317222,2015-03-13,FRIDAY,21,NIGHT,CLEAR,0,2,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-101,NO SECOND STREET,SANTA CLARA,37.0278,-121.56928056,2015-03-17,TUESDAY,5,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
LINCOLN WY,NO SECOND STREET,SAN FRANCISCO,37.76564444,-122.47264444,2015-03-12,THURSDAY,9,DAY,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
MONTEREY ROAD,NO SECOND STREET,SANTA CLARA,37.30622222,-121.86366111,2015-03-19,THURSDAY,21,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
I-580,NO SECOND STREET,ALAMEDA,37.72161944,-121.6528,2015-03-14,SATURDAY,16,DAY,CLEAR,1,1,0,REAR END,INTERSTATE,NOT AN INTERSECTION
CR-PESCADERO CREEK RD,NO SECOND STREET,SAN MATEO,37.25390278,-122.36595,2015-03-27,FRIDAY,20,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
SR-1,NO SECOND STREET,SAN MATEO,37.10931667,-122.29456667,2015-03-23,MONDAY,17,DAY,CLEAR,0,1,0,HEAD ON,ARTERY,NOT AN INTERSECTION
I-580,NO SECOND STREET,ALAMEDA,37.70936389,-122.123775,2015-03-29,SUNDAY,0,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
CR-MASTEN AVE,MONTEREY RD,SANTA CLARA,37.05634167,-121.59340556,2015-01-09,FRIDAY,12,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
ALMADEN EXPWY,NO SECOND STREET,SANTA CLARA,37.30740278,-121.87784167,2015-02-07,SATURDAY,19,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-101,NO SECOND STREET,SANTA CLARA,37.25543056,-121.79309444,2015-03-29,SUNDAY,11,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
TENNANT AVENUE,NO SECOND STREET,SANTA CLARA,37.11916944,-121.626725,2015-04-05,SUNDAY,18,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
MONTEREY ROAD,FORD ROAD,SANTA CLARA,37.25263611,-121.79713889,2015-04-07,TUESDAY,15,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,T
US-101,NO SECOND STREET,SANTA CLARA,37.37714722,-121.94326944,2015-04-07,TUESDAY,0,NIGHT,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
US-101,NO SECOND STREET,SANTA CLARA,37.34440833,-121.856825,2015-04-04,SATURDAY,3,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
FAIR OAKS AVE,WOLFE RD,SANTA CLARA,37.38600278,-122.01615556,2015-02-22,SUNDAY,13,DAY,CLEAR,0,1,2,NOT APPLICABLE,ARTERY,Y
CAMINO ARROYO,NO SECOND STREET,SANTA CLARA,37.01747222,-121.56338889,2015-04-01,WEDNESDAY,19,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
I-80,NO SECOND STREET,SAN FRANCISCO,37.78599722,-122.39094722,2015-04-06,MONDAY,20,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
