TWAY_ID,TWAY_ID2,COUNTY,LATITUDE,LONGITUD,DATE,DAY_WEEK,HOUR,LGT_COND,WEATHER,WRK_ZONE,FATALS,PEDS,MAN_COLL,FUNC_SYS,TYP_INT
H STREET NE,NO SECOND STREET,ALAMEDA,38.89978056,-77.01546667,2015-02-23,MONDAY,16,DAY,CLEAR,0,1,2,SAME SIDESWIPE,LOCAL,NOT AN INTERSECTION
EASTERN AVE NE,NO SECOND STREET,ALAMEDA,38.93142778,-76.95865556,2015-03-22,SUNDAY,3,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
ALABAMA AVE SE,NO SECOND STREET,ALAMEDA,38.87096111,-76.94239444,2015-04-19,SUNDAY,20,NIGHT,RAIN,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SOUTHERN AVE SE,NO SECOND STREET,ALAMEDA,38.83576111,-76.98268056,2015-04-28,TUESDAY,20,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
CALVERT ST NW,37TH ST NW,ALAMEDA,38.92255556,-77.073225,2015-06-11,THURSDAY,18,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,FOUR WAY
SUITLAND PKWY SE,FIRTH STERLING SE,ALAMEDA,38.86238889,-76.99767222,2015-06-11,THURSDAY,23,NIGHT,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
CLAY PLACE NE,NO SECOND STREET,ALAMEDA,38.89265833,-76.94602222,2015-06-15,MONDAY,10,DAY,CLEAR,1,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
WISCONSIN AVE NW,VEASY ST NW,ALAMEDA,38.94508333,-77.07808611,2015-06-10,WEDNESDAY,17,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,L
BENNING RD NE,NO SECOND STREET,ALAMEDA,38.89815,-76.97168056,2015-07-05,SUNDAY,1,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SUITLAND PKWY SE,NO SECOND STREET,ALAMEDA,38.85260833,-76.98815556,2015-07-14,TUESDAY,22,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
16TH STREET NW,MADISON ST NW,ALAMEDA,38.95855,-77.03638611,2015-07-19,SUNDAY,3,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,FOUR WAY
SOUTHERN AVE SE,NO SECOND STREET,ALAMEDA,38.83575556,-76.98265833,2015-08-21,FRIDAY,18,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
I-695 WESTBOUND SE,NO SECOND STREET,ALAMEDA,38.88078333,-77.00300278,2015-07-26,SUNDAY,2,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
BLADENSBURG RD NE,NO SECOND STREET,ALAMEDA,38.92539722,-76.96483611,2015-09-03,THURSDAY,6,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
1ST ST NW,H ST NW,ALAMEDA,38.90017778,-77.01209722,2015-09-19,SATURDAY,9,DAY,CLEAR,0,1,4,NOT APPLICABLE,LOCAL,FOUR WAY
NEW YORK AVE NE,FENWICK ST NE,ALAMEDA,38.91557222,-76.98517222,2015-10-08,THURSDAY,1,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,T
SARGENT RD NE,FARADAY PL NE,ALAMEDA,38.95095,-76.98951389,2015-10-13,TUESDAY,6,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,T
16TH ST NW,UPSHUR ST NW,ALAMEDA,38.94189722,-77.03642222,2015-10-17,SATURDAY,10,DAY,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
WHEELER RD SE,NO SECOND STREET,ALAMEDA,38.83958611,-76.99364167,2015-11-12,THURSDAY,17,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
EAST CAPITOL ST SE,SOUTHERN AVE SE,ALAMEDA,38.88969722,-76.913475,2015-11-21,SATURDAY,21,NIGHT,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
PENNSYLVANIA AVE NW,25TH ST NW,ALAMEDA,38.90362222,-77.05324722,2015-12-11,FRIDAY,17,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,FOUR WAY
FRANKLIN ST NW,NO SECOND STREET,ALAMEDA,38.92557222,-77.00154167,2015-12-19,SATURDAY,14,DAY,CLEAR,0,1,0,ANGLED,LOCAL,NOT AN INTERSECTION
SR-70 RAMP,NO SECOND STREET,SAN MATEO,27.44156111,-82.45908056,2015-01-17,SATURDAY,20,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
I-75,NO SECOND STREET,SAN MATEO,27.59676111,-82.50673889,2015-01-18,SUNDAY,4,NIGHT,CLEAR,0,1,0,REAR END,INTERSTATE,NOT AN INTERSECTION
US-41,NO SECOND STREET,SAN MATEO,27.43014722,-82.57548611,2015-01-20,TUESDAY,6,DAY,CLEAR,0,1,2,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-41,30TH ST,SAN FRANCISCO,29.37433056,-82.4558,2015-01-31,SATURDAY,11,DAY,CLEAR,0,3,0,ANGLED,ARTERY,FOUR WAY
SR-710,NO SECOND STREET,SANTA CLARA,27.01886667,-80.4645,2015-02-03,TUESDAY,5,NIGHT,CLEAR,0,1,2,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-234,NO SECOND STREET,ALAMEDA,29.65781944,-82.18488056,2015-02-04,WEDNESDAY,2,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-19,NO SECOND STREET,SAN FRANCISCO,29.47198333,-82.85891111,2015-02-12,THURSDAY,0,NIGHT,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
SR-684,CORTEZ RD,SAN MATEO,27.46920278,-82.68549167,2015-02-14,SATURDAY,21,NIGHT,CLEAR,0,1,2,NOT APPLICABLE,ARTERY,T
US-301,NO SECOND STREET,ALAMEDA,29.51134444,-82.10125,2015-02-18,WEDNESDAY,13,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
11970 OLD DIXIE HWY,NO SECOND STREET,SANTA CLARA,27.05813889,-80.1274,2015-03-01,SUNDAY,11,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
I-75,NO SECOND STREET,SAN MATEO,27.642575,-82.45781944,2015-02-28,SATURDAY,16,DAY,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
SR-A1A,RIVER RD,SANTA CLARA,27.20176944,-80.20286111,2015-02-24,TUESDAY,8,DAY,CLEAR,0,1,0,ANGLED,ARTERY,FOUR WAY
CR-683,NO SECOND STREET,SAN MATEO,27.41295278,-82.54673056,2015-01-09,FRIDAY,3,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
75TH ST NW,NO SECOND STREET,SAN MATEO,27.51194167,-82.63659444,2015-01-22,THURSDAY,6,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
CR-40,NO SECOND STREET,SAN FRANCISCO,29.00151944,-82.76133056,2015-02-28,SATURDAY,0,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
GREEN RIVER PKWY NW,NO SECOND STREET,SANTA CLARA,27.22599444,-80.25275,2015-03-02,MONDAY,15,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SR-26,NO SECOND STREET,ALAMEDA,29.65182222,-82.27835556,2015-03-13,FRIDAY,16,DAY,CLEAR,0,1,0,ANGLED,ARTERY,NOT AN INTERSECTION
SR-62,NO SECOND STREET,SAN MATEO,27.60178056,-82.31152222,2015-02-16,MONDAY,9,DAY,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
SR-24,NO SECOND STREET,SAN FRANCISCO,29.47244722,-82.61050833,2015-03-21,SATURDAY,20,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-19,NO SECOND STREET,SAN MATEO,27.56596667,-82.56575833,2015-03-27,FRIDAY,16,DAY,RAIN,0,1,0,ANGLED,ARTERY,NOT AN INTERSECTION
301 BLVD E,44TH AVE E,SAN MATEO,27.462375,-82.55795833,2015-03-05,THURSDAY,20,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,FOUR WAY
SR-684,NO SECOND STREET,SAN MATEO,27.46236944,-82.59171944,2015-03-26,THURSDAY,21,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-41,NO SECOND STREET,SAN MATEO,27.52113889,-82.56123056,2015-04-01,WEDNESDAY,2,NIGHT,CLEAR,0,2,2,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-91,NO SECOND STREET,SANTA CLARA,27.17905,-80.3165,2015-04-04,SATURDAY,16,DAY,CLEAR,0,3,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-70,NO SECOND STREET,SAN MATEO,27.31448056,-82.10821111,2015-04-05,SUNDAY,10,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-41,NO SECOND STREET,SAN MATEO,27.49865556,-82.56305556,2015-04-05,SUNDAY,22,NIGHT,RAIN,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-24,1600 WALDO RD,ALAMEDA,29.65387222,-82.31023056,2015-04-03,FRIDAY,22,NIGHT,CLEAR,0,2,2,NOT APPLICABLE,ARTERY,FOUR WAY
US-27,NO SECOND STREET,SAN FRANCISCO,29.38894444,-82.46697778,2015-04-04,SATURDAY,18,DAY,CLEAR,0,2,0,ANGLED,ARTERY,NOT AN INTERSECTION
SR-684,43RD STREET WEST,SAN MATEO,27.4624,-82.60415,2015-04-06,MONDAY,21,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
SR-70,TARA BLVD,SAN MATEO,27.44413056,-82.46907778,2015-04-08,WEDNESDAY,23,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
SR-22,NW 19TH ST,ALAMEDA,29.68859722,-82.37723611,2015-01-16,FRIDAY,3,NIGHT,CLEAR,0,2,0,ANGLED,ARTERY,FOUR WAY
SR-121,SW 35TH PL,ALAMEDA,29.62179722,-82.37270833,2015-04-14,TUESDAY,2,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,T
UNIVERSITY PKWY,NO SECOND STREET,SAN MATEO,27.3891,-82.51615278,2015-04-22,WEDNESDAY,15,DAY,CLEAR,0,1,0,REAR END,LOCAL,NOT AN INTERSECTION
SR-76,NO SECOND STREET,SANTA CLARA,27.01823056,-80.43951389,2015-04-26,SUNDAY,22,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-70,32ND AVE,SAN MATEO,27.47158611,-82.54684722,2015-04-30,THURSDAY,20,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,COLLECTOR,T
US-301,NO SECOND STREET,ALAMEDA,29.53036667,-82.10193333,2015-04-29,WEDNESDAY,22,NIGHT,CLEAR,0,1,0,HEAD ON,ARTERY,NOT AN INTERSECTION
SR-24,NE 12TH AVE,ALAMEDA,29.66311944,-82.30413056,2015-01-09,FRIDAY,21,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,T
SR-70,SR-683,SAN MATEO,27.44766667,-82.54668611,2015-03-10,TUESDAY,12,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
SR-789,NO SECOND STREET,SAN MATEO,27.44167778,-82.686825,2015-03-20,FRIDAY,10,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
74TH TERR,43RD PL,ALAMEDA,29.6146,-82.42083889,2015-04-29,WEDNESDAY,1,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,L
US-41,NO SECOND STREET,SAN MATEO,27.61115,-82.53971111,2015-05-10,SUNDAY,11,DAY,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
SR-121,NW 39TH AVE,ALAMEDA,29.6887,-82.37232778,2015-05-16,SATURDAY,0,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,FOUR WAY
30TH AVE E,NO SECOND STREET,SAN MATEO,27.47330556,-82.552025,2015-05-16,SATURDAY,1,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
CR-325,NO SECOND STREET,ALAMEDA,29.49658889,-82.17166111,2015-05-28,THURSDAY,17,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SR-91,NO SECOND STREET,SANTA CLARA,27.14286944,-80.29196944,2015-05-21,THURSDAY,12,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-711,NO SECOND STREET,SANTA CLARA,27.08461944,-80.26306389,2015-05-20,WEDNESDAY,4,NIGHT,CLEAR,0,1,0,HEAD ON,LOCAL,NOT AN INTERSECTION
I-95,NO SECOND STREET,SANTA CLARA,26.97593889,-80.17983889,2015-05-28,THURSDAY,2,NIGHT,CLEAR,0,1,0,REAR END,INTERSTATE,NOT AN INTERSECTION
US-301,NO SECOND STREET,ALAMEDA,29.75946111,-82.14103889,2015-06-04,THURSDAY,7,DAY,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
US-301,NO SECOND STREET,SAN MATEO,27.64515,-82.38646111,2015-05-30,SATURDAY,12,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-27,NO SECOND STREET,ALAMEDA,29.60383889,-82.57831944,2015-06-01,MONDAY,0,NIGHT,RAIN,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-301,NO SECOND STREET,ALAMEDA,29.80181944,-82.16752222,2015-06-01,MONDAY,10,DAY,CLEAR,0,1,0,ANGLED,ARTERY,NOT AN INTERSECTION
SW 122ND ST,NO SECOND STREET,ALAMEDA,29.61733056,-82.47271944,2015-06-19,FRIDAY,0,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
NW 226TH ST,NW 102ND AVE,ALAMEDA,29.74909722,-82.58223056,2015-06-27,SATURDAY,0,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,T
10TH AVE,9TH ST,ALAMEDA,29.64221111,-82.31493611,2015-06-28,SUNDAY,4,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,T
CR-336,NO SECOND STREET,SAN FRANCISCO,29.08614444,-82.54511667,2015-06-27,SATURDAY,6,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SR-70 E,VERNA RD,SAN MATEO,27.38710833,-82.26843889,2015-07-02,THURSDAY,13,DAY,CLEAR,0,1,0,ANGLED,ARTERY,T
US-301,NO SECOND STREET,SAN MATEO,27.52165278,-82.52888889,2015-07-04,SATURDAY,22,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-41,NO SECOND STREET,SAN MATEO,27.51872222,-82.56318333,2015-07-11,SATURDAY,17,DAY,CLEAR,1,1,0,ANGLED,ARTERY,NOT AN INTERSECTION
US-1,NO SECOND STREET,SANTA CLARA,27.00935833,-80.108225,2015-07-11,SATURDAY,17,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-70,NO SECOND STREET,SAN MATEO,27.43216111,-82.42289722,2015-07-12,SUNDAY,1,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
MARTIN LUTHER KING AVE,NO SECOND STREET,SAN MATEO,27.49143056,-82.54361389,2015-07-16,THURSDAY,11,DAY,RAIN,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-1,NO SECOND STREET,SANTA CLARA,27.19027778,-80.25104444,2015-07-13,MONDAY,11,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-1,PALM CITY RD,SANTA CLARA,27.19330278,-80.25655278,2015-07-19,SUNDAY,19,DAY,CLEAR,0,1,0,REAR END,ARTERY,FOUR WAY
72ND ST CT E,14TH AVE E,SAN MATEO,27.57896944,-82.55008056,2015-07-04,SATURDAY,19,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,T
I-95,NO SECOND STREET,SANTA CLARA,27.16016944,-80.38881111,2015-07-31,FRIDAY,13,DAY,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
I-75,NO SECOND STREET,ALAMEDA,29.81683889,-82.51532778,2015-07-29,WEDNESDAY,17,DAY,RAIN,0,1,0,SAME SIDESWIPE,INTERSTATE,NOT AN INTERSECTION
US-41,NO SECOND STREET,SAN MATEO,27.42931944,-82.5755,2015-07-31,FRIDAY,20,NIGHT,RAIN,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-231,NO SECOND STREET,ALAMEDA,29.82053889,-82.34661389,2015-08-02,SUNDAY,2,NIGHT,RAIN,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
ALLAPATTAH RD,MARTIN HWY,SANTA CLARA,27.19897222,-80.48147222,2015-07-22,WEDNESDAY,9,DAY,CLEAR,0,1,0,SAME SIDESWIPE,LOCAL,NOT AN INTERSECTION
59TH ST,42ND AVE,SAN MATEO,27.46453056,-82.62046944,2015-05-23,SATURDAY,3,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,FOUR WAY
CR-337,CR-326,SAN FRANCISCO,29.29039167,-82.59053333,2015-08-06,THURSDAY,15,DAY,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
CR-232,NO SECOND STREET,ALAMEDA,29.72743056,-82.60716111,2015-07-31,FRIDAY,20,UNREPORTED,UNREPORTED,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
63RD AVE,PLANTER ST,SAN MATEO,27.42933333,-82.56411944,2015-06-24,WEDNESDAY,18,DAY,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
30TH ST,NO SECOND STREET,SAN MATEO,27.45878889,-82.59173056,2015-08-16,SUNDAY,3,NIGHT,CLEAR,0,2,2,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SR-47,CR-340,MARIN,29.80984444,-82.74128889,2015-07-14,TUESDAY,15,DAY,CLEAR,0,1,0,ANGLED,ARTERY,FOUR WAY
SR-684,CAPE VISTA DR,SAN MATEO,27.46243889,-82.61543889,2015-07-28,TUESDAY,8,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
CR-2082,NO SECOND STREET,ALAMEDA,29.58938333,-82.16940278,2015-08-23,SUNDAY,2,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SR-A1A,NO SECOND STREET,SANTA CLARA,27.13061944,-80.16978056,2015-08-23,SUNDAY,14,DAY,CLEAR,0,2,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-26,NO SECOND STREET,ALAMEDA,29.65445556,-82.54466389,2015-07-31,FRIDAY,15,DAY,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
CR-340,NO SECOND STREET,MARIN,29.79573056,-82.89641111,2015-08-21,FRIDAY,11,DAY,CLEAR,0,1,0,HEAD ON,LOCAL,NOT AN INTERSECTION
CR-610,NO SECOND STREET,SAN MATEO,27.387025,-82.39287222,2015-09-02,WEDNESDAY,21,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-27,NO SECOND STREET,SAN FRANCISCO,29.47515833,-82.76772222,2015-08-27,THURSDAY,17,DAY,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
SR-684,30TH ST W,SAN MATEO,27.46236944,-82.59171944,2015-08-30,SUNDAY,12,DAY,CLEAR,0,1,0,ANGLED,ARTERY,T
US-301,SR-26,ALAMEDA,29.71675556,-82.13988611,2015-09-12,SATURDAY,14,DAY,RAIN,0,1,0,REAR TO SIDE,ARTERY,FOUR WAY
US-301,NO SECOND STREET,SAN MATEO,27.46563889,-82.53166111,2015-09-18,FRIDAY,5,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-41,SR-64,SAN MATEO,27.49521389,-82.56302222,2015-09-20,SUNDAY,6,NIGHT,CLEAR,0,1,0,ANGLED,ARTERY,FOUR WAY
CR-330,NO SECOND STREET,SAN FRANCISCO,29.4309,-82.93888056,2015-09-20,SUNDAY,10,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-301,NO SECOND STREET,ALAMEDA,29.67313056,-82.12055833,2015-09-20,SUNDAY,1,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-235,NO SECOND STREET,ALAMEDA,29.84045556,-82.38429167,2015-09-24,THURSDAY,2,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
I-75,NO SECOND STREET,ALAMEDA,29.51237222,-82.30203333,2015-09-28,MONDAY,20,NIGHT,RAIN,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
I-95,NO SECOND STREET,SANTA CLARA,27.13472222,-80.35910833,2015-09-26,SATURDAY,21,NIGHT,CLEAR,0,2,0,HEAD ON,INTERSTATE,NOT AN INTERSECTION
US-27,NO SECOND STREET,SAN FRANCISCO,29.47523056,-82.78076111,2015-09-30,WEDNESDAY,6,NIGHT,FOG,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-1469,NO SECOND STREET,ALAMEDA,29.73843056,-82.10446944,2015-10-04,SUNDAY,2,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SR-24,NO SECOND STREET,SAN FRANCISCO,29.27646944,-82.85918056,2015-10-09,FRIDAY,14,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-609,NO SECOND STREET,SANTA CLARA,27.16895278,-80.48171111,2015-10-04,SUNDAY,19,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-301,BUCKEYE RD,SAN MATEO,27.63050556,-82.39947778,2015-10-09,FRIDAY,22,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,T
I-275,NO SECOND STREET,SAN MATEO,27.58523333,-82.51920556,2015-10-09,FRIDAY,12,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
LAKEWOOD RANCH BLVD,NO SECOND STREET,SAN MATEO,27.42355556,-82.42492778,2015-10-10,SATURDAY,5,NIGHT,CLEAR,0,2,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-301,SE 69TH AVE,ALAMEDA,29.59063333,-82.08468056,2015-10-15,THURSDAY,16,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,T
US-25,NO SECOND STREET,ALAMEDA,29.78998889,-82.60821944,2015-10-18,SUNDAY,12,DAY,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
SR-70,NO SECOND STREET,SAN MATEO,27.44126111,-82.4592,2015-10-18,SUNDAY,19,NIGHT,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
DIXIE HWY,LARES AVE,SANTA CLARA,27.06733056,-80.13556667,2015-01-30,FRIDAY,17,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,Y
US-129,NO SECOND STREET,MARIN,29.67641111,-82.85698056,2015-10-24,SATURDAY,23,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-70,38TH AVE,SAN MATEO,27.46586111,-82.54663056,2015-10-19,MONDAY,6,DAY,CLEAR,0,1,0,ANGLED,ARTERY,T
US-27,US-27,SAN FRANCISCO,29.43118056,-82.60389167,2015-10-02,FRIDAY,21,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SE OCEAN BLVD,NO SECOND STREET,SANTA CLARA,27.197575,-80.25306667,2015-02-21,SATURDAY,18,NIGHT,CLEAR,0,1,0,HEAD ON,LOCAL,NOT AN INTERSECTION
CR-331A,NO SECOND STREET,SAN FRANCISCO,29.39177222,-82.43066389,2015-11-01,SUNDAY,3,NIGHT,CLEAR,0,1,0,REAR END,LOCAL,NOT AN INTERSECTION
US-19,NO SECOND STREET,SAN FRANCISCO,29.54745278,-82.89826944,2015-11-14,SATURDAY,20,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-5,MORNINGSIDE DR SE,SANTA CLARA,27.12391389,-80.19078056,2015-11-17,TUESDAY,17,DAY,CLEAR,0,1,0,ANGLED,ARTERY,T
I-75,NO SECOND STREET,ALAMEDA,29.61782778,-82.38641389,2015-11-18,WEDNESDAY,17,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
SR-710,SW TOMMY CLEMENTS ST,SANTA CLARA,27.10415,-80.59442778,2015-11-20,FRIDAY,18,NIGHT,CLEAR,0,1,0,ANGLED,ARTERY,T
I-95 RAMP,NO SECOND STREET,SANTA CLARA,27.16316944,-80.38862222,2015-11-23,MONDAY,19,NIGHT,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
SR-64,NO SECOND STREET,SAN MATEO,27.49606667,-82.62948056,2015-11-27,FRIDAY,18,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
PORT HARBOUR PKWY,CAPE HARBOUR LOOP,SAN MATEO,27.50438056,-82.4729,2015-11-29,SUNDAY,7,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,T
US-1,FISCHER ST,SANTA CLARA,27.18591111,-80.24460278,2015-12-01,TUESDAY,12,DAY,CLEAR,0,1,0,ANGLED,ARTERY,FOUR WAY
MANATEE ST,NO SECOND STREET,SAN MATEO,27.40746111,-82.5682,2015-11-19,THURSDAY,7,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SR-121,NO SECOND STREET,SAN FRANCISCO,29.18534444,-82.62675556,2015-12-06,SUNDAY,18,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-55,NO SECOND STREET,SAN MATEO,27.49683333,-82.56302778,2015-11-03,TUESDAY,8,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-62,NO SECOND STREET,SAN MATEO,27.58736667,-82.22790278,2015-12-01,TUESDAY,17,NIGHT,CLEAR,0,1,0,SAME SIDESWIPE,ARTERY,NOT AN INTERSECTION
61ST AVE,NO SECOND STREET,SAN MATEO,27.43096944,-82.30358056,2015-12-04,FRIDAY,18,NIGHT,CLEAR,0,1,0,HEAD ON,LOCAL,NOT AN INTERSECTION
CR-235A,CR-2054,ALAMEDA,29.77203333,-82.52685833,2015-12-08,TUESDAY,7,DAY,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
